"Chr_Gene","foregroundomega","Adjusted_P_Value"
"chr05_g60711.t1",1,1
"chr05_g60712.t1",1,1
"chr05_g60714.t1",3.11819,1
"chr05_g60715.t1",1,1
"chr05_g60716.t1",1,1
"chr05_g60717.t1",1,1
"chr05_g60756.t1",1,1
"chr05_g60799.t1",1,1
"chr05_g60801.t1",1,1
"chr05_g60802.t1",1,1
"chr05_g60804.t1",1,1
"chr05_g60808.t1",3.65191,1
"chr05_g60809.t1",1,1
"chr05_g60810.t1",1,1
"chr05_g60812.t1",1,1
"chr05_g61014.t1",1,1
"chr05_g61019.t1",1,1
"chr05_g61106.t1",2.34863,1
"chr05_g61109.t1",1,1
"chr05_g61110.t1",1,1
"chr05_g61111.t1",184.85929,1
"chr05_g61112.t1",1,1
"chr05_g61113.t1",1,1
"chr05_g61116.t1",1,1
"chr05_g61117.t1",1,1
"chr05_g61118.t1",1,1
"chr05_g61119.t1",1,1
"chr05_g61147.t1",2.64205,1
"chr05_g61167.t1",1,1
"chr05_g61172.t1",1,1
"chr05_g61190.t1",1.14635,1
"chr05_g6860.t1",1,1
"chr05_g6864.t1",1,1
"chr05_g6865.t1",1,1
"chr05_g6898.t1",1,1
"chr05_g6899.t1",1,1
"chr05_g6900.t1",1.52808,1
"chr05_g6901.t1",1,1
"chr05_g6905.t1",230.49156,1
"chr05_g6946.t1",1,1
"chr05_g6950.t1",1,1
"chr05_g6951.t1",1,1
"chr05_g6953.t1",1,1
"chr05_g6954.t1",1,1
"chr05_g6994.t1",1,1
"chr05_g6995.t1",1.58025,1
"chr05_g6996.t1",1,1
"chr05_g6997.t1",1,1
"chr05_g6999.t1",1,1
"chr05_g7001.t1",1,1
"chr05_g7003.t1",1,1
"chr05_g7089.t1",1,1
"chr05_g7090.t1",1,1
"chr05_g7092.t1",1,1
"chr05_g7093.t1",1,1
"chr05_g7094.t1",3.31938,1
"chr05_g7095.t1",1,1
"chr05_g7097.t1",1,1
"chr05_g7098.t1",27.61137,1
"chr05_g7100.t1",1,1
"chr05_g7101.t1",1,1
"chr05_g7102.t1",1,1
"chr05_g7103.t1",1,1
"chr05_g7105.t1",1,1
"chr05_g7106.t1",1,1
"chr05_g7149.t1",1,1
"chr05_g7150.t1",1.56903,1
"chr05_g7396.t1",1.29735,1
"chr05_g7399.t1",1,1
"chr05_g7400.t1",22.38063,1
"chr05_g7401.t1",1,1
"chr05_g7402.t1",1,1
"chr05_g7411.t1",1,1
"chr05_g7538.t1",1,1
"chr05_g7764.t1",1,1
"chr05_g7765.t1",1,1
"chr05_g7766.t1",1,1
"chr05_g7768.t1",1,1
"chr05_g7786.t1",999,1
"chr05_g7792.t1",1,1
"chr05_g7794.t1",1,1
"chr05_g798.t1",1,1
"chr05_g799.t1",1,1
"chr05_g808.t1",1,1
"chr05_g818.t1",1,1
"chr05_g8185.t1",1,1
"chr05_g8186.t1",999,1
"chr05_g8187.t1",5.70004,1
"chr05_g8188.t1",1,1
"chr05_g8190.t1",1,1
"chr05_g8193.t1",1,1
"chr05_g8426.t1",1,1
"chr05_g8427.t1",1,1
"chr05_g8428.t1",1,1
"chr05_g8540.t1",1,1
"chr05_g8851.t1",1,1
"chr05_g9470.t1",1,1
"chr05_g9483.t1",1,1
"chr05_g9565.t1",1,1
"chr05_g9596.t1",1,1
"chr05_g9636.t1",1,1
"chr05_g9679.t1",1,1
"chr05_g9680.t1",1,1
"chr06_g10012.t1",81.88169,1
"chr06_g10356.t1",1,1
"chr06_g10723.t1",1,1
"chr06_g10744.t1",1,1
"chr06_g11168.t1",999,1
"chr06_g11609.t1",1,1
"chr06_g11672.t1",1,1
"chr06_g11721.t1",1,1
"chr06_g11790.t1",2.4185,1
"chr06_g11855.t1",2.57285,1
"chr06_g13262.t1",1.21265,1
"chr06_g13263.t1",1,1
"chr06_g13269.t1",1,1
"chr06_g13274.t1",1,1
"chr06_g13275.t1",1,1
"chr06_g13276.t1",1,1
"chr06_g13277.t1",1,1
"chr06_g13286.t1",1,1
"chr06_g13287.t1",1,1
"chr06_g13289.t1",1,1
"chr06_g13291.t1",1,1
"chr06_g13292.t1",1,1
"chr06_g13293.t1",1,1
"chr06_g14384.t1",1,1
"chr06_g14492.t1",1,1
"chr06_g15363.t1",2.18299,1
"chr06_g15368.t1",1,1
"chr06_g15370.t1",1,1
"chr06_g15521.t1",1,1
"chr06_g15522.t1",1,1
"chr06_g15859.t1",1,1
"chr06_g15863.t1",1,1
"chr06_g15865.t1",1,1
"chr06_g15867.t1",1,1
"chr06_g15868.t1",1,1
"chr06_g15869.t1",1,1
"chr06_g15872.t1",1,1
"chr06_g15877.t1",1,1
"chr06_g15880.t1",1,1
"chr06_g15882.t1",1,1
"chr06_g16677.t1",1,1
"chr06_g16678.t1",1,1
"chr06_g16679.t1",1,1
"chr06_g16680.t1",5.04657,1
"chr06_g16681.t1",1,1
"chr06_g16682.t1",1,1
"chr06_g16684.t1",1,1
"chr06_g16692.t1",1,1
"chr06_g16996.t1",1,1
"chr06_g17140.t1",1,1
"chr06_g17141.t1",1,1
"chr06_g17142.t1",1,1
"chr06_g17143.t1",1,1
"chr06_g17283.t1",1,1
"chr06_g17285.t1",2.47229,1
"chr06_g17295.t1",1,1
"chr06_g17298.t1",1,1
"chr06_g17299.t1",1,1
"chr06_g17302.t1",1,1
"chr06_g17303.t1",1,1
"chr06_g17378.t1",6.15009,1
"chr06_g1743.t1",1,1
"chr06_g1744.t1",1,1
"chr06_g1745.t1",1,1
"chr06_g1746.t1",1,1
"chr06_g1749.t1",1,1
"chr06_g1750.t1",1,1
"chr06_g1770.t2",1,1
"chr06_g18657.t1",1,1
"chr06_g18658.t1",1,1
"chr06_g18659.t1",1,1
"chr06_g1881.t1",1,1
"chr06_g1883.t1",1,1
"chr06_g1884.t1",1,1
"chr06_g19389.t1",1,1
"chr06_g1955.t1",1,1
"chr06_g1956.t1",1,1
"chr06_g1958.t1",1,1
"chr06_g1959.t1",1,1
"chr06_g1960.t1",1,1
"chr06_g1962.t1",4.5972,1
"chr06_g19659.t1",3.03412,1
"chr06_g1973.t1",1,1
"chr06_g1975.t1",1,1
"chr06_g20311.t1",1,1
"chr06_g20313.t1",999,1
"chr06_g20314.t1",1,1
"chr06_g20315.t1",1,1
"chr06_g20324.t1",1,1
"chr06_g20333.t1",1,1
"chr06_g20389.t1",1,1
"chr06_g20390.t1",3.23324,1
"chr06_g20391.t1",1,1
"chr06_g20392.t1",1,1
"chr06_g20394.t1",5.6289,1
"chr06_g20395.t1",1,1
"chr06_g20396.t1",1,1
"chr06_g20398.t1",1,1
"chr06_g20399.t1",3.92188,1
"chr06_g20403.t1",1,1
"chr06_g20405.t1",1,1
"chr06_g20406.t1",2.52145,1
"chr06_g20407.t1",1,1
"chr06_g20408.t1",1,1
"chr06_g20409.t1",1,1
"chr06_g20410.t1",1.29915,1
"chr06_g20415.t1",1,1
"chr06_g20418.t1",1.98368,1
"chr06_g20419.t1",3.0683,1
"chr06_g20420.t1",1,1
"chr06_g20422.t1",1,1
"chr06_g20423.t1",1,1
"chr06_g20424.t1",1,1
"chr06_g20425.t1",1,1
"chr06_g21175.t1",1,1
"chr06_g21178.t1",1,1
"chr06_g21182.t1",1,1
"chr06_g21183.t1",906.95499,1
"chr06_g21185.t1",5.58379,1
"chr06_g21186.t1",1,1
"chr06_g21189.t1",20.13232,1
"chr06_g21190.t1",1,1
"chr06_g21364.t1",1,1
"chr06_g21416.t1",1,1
"chr06_g21701.t1",1,1
"chr06_g21702.t1",5.00955,1
"chr06_g21706.t1",1,1
"chr06_g21709.t1",1,1
"chr06_g21712.t1",36.81406,1
"chr06_g21713.t1",1,1
"chr06_g21715.t1",1,1
"chr06_g21716.t1",1,1
"chr06_g21719.t1",1,1
"chr06_g21850.t1",1,1
"chr06_g21852.t1",53.34445,1
"chr06_g21854.t1",6.77851,1
"chr06_g21855.t1",1,1
"chr06_g22277.t1",1,1
"chr06_g22278.t1",1.6037,1
"chr06_g22279.t1",1,1
"chr06_g22280.t1",1,1
"chr06_g22313.t1",1,1
"chr06_g22314.t1",1,1
"chr06_g22316.t1",2.68501,1
"chr06_g22317.t1",1,1
"chr06_g22320.t1",1,1
"chr06_g22321.t1",1,1
"chr06_g22326.t1",1,1
"chr06_g22461.t1",1,1
"chr06_g22467.t1",1,1
"chr06_g22480.t1",1,1
"chr06_g22483.t1",1.01751,1
"chr06_g22484.t1",1,1
"chr06_g22485.t1",1,1
"chr06_g22487.t1",1,1
"chr06_g22488.t1",7.5435,1
"chr06_g22490.t1",1,1
"chr06_g22497.t1",1,1
"chr06_g22595.t1",1,1
"chr06_g22598.t1",1,1
"chr06_g22599.t1",1,1
"chr06_g22600.t1",1,1
"chr06_g22601.t1",1.49985,1
"chr06_g22993.t2",1.0482,1
"chr06_g22995.t1",1.71904,1
"chr06_g22995.t2",1,1
"chr06_g23000.t1",1.8929,1
"chr06_g23002.t1",3.19229,1
"chr06_g23003.t1",1,1
"chr06_g23004.t1",1,1
"chr06_g23006.t1",1,1
"chr06_g23007.t1",1,1
"chr06_g23008.t1",1,1
"chr06_g23449.t1",1,1
"chr06_g23450.t1",1,1
"chr06_g23455.t1",1,1
"chr06_g23456.t1",1,1
"chr06_g23457.t1",1,1
"chr06_g23458.t1",1,1
"chr06_g23461.t1",1,1
"chr06_g23597.t1",15.24624,1
"chr06_g23598.t1",1,1
"chr06_g23600.t1",1,1
"chr06_g23603.t1",13.00886,1
"chr06_g23864.t1",1,1
"chr06_g23871.t1",1,1
"chr06_g23874.t1",1,1
"chr06_g23875.t1",1,1
"chr06_g23877.t1",1,1
"chr06_g23936.t1",1,1
"chr06_g23938.t1",1,1
"chr06_g23969.t1",28.33607,1
"chr06_g23972.t1",2.34202,1
"chr06_g23976.t1",1,1
"chr06_g24153.t1",1,1
"chr06_g24366.t1",1,1
"chr06_g24367.t1",3.63268,1
"chr06_g24369.t1",1,1
"chr06_g24372.t1",1,1
"chr06_g24375.t1",1,1
"chr06_g24637.t1",1,1
"chr06_g24638.t1",1,1
"chr06_g24641.t1",2.07647,1
"chr06_g24644.t1",1,1
"chr06_g25222.t1",1,1
"chr06_g25224.t1",2.02047,1
"chr06_g25228.t1",1,1
"chr06_g25230.t1",1,1
"chr06_g25231.t1",1,1
"chr06_g25358.t1",1,1
"chr06_g25359.t1",1.21348,1
"chr06_g25361.t1",1,1
"chr06_g25363.t1",1,1
"chr06_g25368.t1",1,1
"chr06_g25697.t1",1,1
"chr06_g25698.t1",1,1
"chr06_g25954.t1",1.04914,1
"chr06_g25956.t1",1,1
"chr06_g25957.t1",1,1
"chr06_g26893.t1",1,1
"chr06_g26958.t1",1,1
"chr06_g2702.t1",1,1
"chr06_g2704.t1",1,1
"chr06_g27594.t1",3.44753,1
"chr06_g2796.t1",1,1
"chr06_g2799.t1",1,1
"chr06_g2802.t1",1,1
"chr06_g28024.t1",1.32347,1
"chr06_g28028.t1",1,1
"chr06_g28030.t1",1,1
"chr06_g2804.t1",1,1
"chr06_g2805.t1",11.18426,1
"chr06_g2808.t1",1,1
"chr06_g2809.t1",1,1
"chr06_g28252.t1",1,1
"chr06_g28254.t1",1,1
"chr06_g28255.t1",2.17609,1
"chr06_g28256.t1",2.40825,1
"chr06_g28258.t1",1,1
"chr06_g28259.t1",146.1519,1
"chr06_g28260.t1",1,1
"chr06_g28261.t1",1,1
"chr06_g28516.t1",6.77484,1
"chr06_g28841.t1",1,1
"chr06_g28849.t1",1,1
"chr06_g28853.t1",1,1
"chr06_g28858.t1",1.93107,1
"chr06_g2891.t1",1,1
"chr06_g2892.t1",1,1
"chr06_g2894.t1",1,1
"chr06_g28965.t1",1,1
"chr06_g28967.t1",2.94621,1
"chr06_g28968.t1",1.05337,1
"chr06_g28969.t1",999,1
"chr06_g2897.t1",1,1
"chr06_g28970.t1",1,1
"chr06_g28971.t1",1,1
"chr06_g28973.t1",1,1
"chr06_g28974.t1",1,1
"chr06_g28975.t1",1,1
"chr06_g28978.t1",1,1
"chr06_g2898.t1",1.61531,1
"chr06_g2899.t1",1,1
"chr06_g29264.t1",1,1
"chr06_g29266.t1",1,1
"chr06_g29270.t1",7.42925,1
"chr06_g29271.t1",1,1
"chr06_g29274.t1",1,1
"chr06_g29275.t1",1,1
"chr06_g29276.t1",1,1
"chr06_g29278.t1",1,1
"chr06_g29279.t1",1,1
"chr06_g29283.t1",1,1
"chr06_g29284.t1",1,1
"chr06_g29289.t1",1.15661,1
"chr06_g29314.t1",1,1
"chr06_g29315.t1",1,1
"chr06_g29317.t1",1,1
"chr06_g29541.t1",1,1
"chr06_g29542.t1",1,1
"chr06_g29544.t1",1,1
"chr06_g29547.t1",1,1
"chr06_g29548.t1",1,1
"chr06_g29577.t1",2.93548,1
"chr06_g29578.t2",1,1
"chr06_g2958.t1",1,1
"chr06_g29582.t1",1.17488,1
"chr06_g2960.t1",1,1
"chr06_g2961.t1",2.29272,1
"chr06_g29618.t1",1,1
"chr06_g29619.t1",1,1
"chr06_g29622.t1",1,1
"chr06_g3042.t1",1,1
"chr06_g30772.t1",1,1
"chr06_g30775.t1",1,1
"chr06_g30776.t1",1,1
"chr06_g30829.t1",1.07887,1
"chr06_g30830.t1",1,1
"chr06_g30831.t1",1,1
"chr06_g30835.t1",1.06171,1
"chr06_g30836.t1",1,1
"chr06_g30838.t1",1.00457,1
"chr06_g30839.t1",1,1
"chr06_g30840.t1",1,1
"chr06_g30842.t1",1,1
"chr06_g30843.t1",23.48852,1
"chr06_g30844.t1",1.05374,1
"chr06_g30847.t1",2.14102,1
"chr06_g30848.t1",1,1
"chr06_g30850.t1",1,1
"chr06_g30851.t1",25.32477,1
"chr06_g30852.t1",1,1
"chr06_g30854.t1",1,1
"chr06_g30856.t1",1,1
"chr06_g30868.t1",1,1
"chr06_g30870.t1",1,1
"chr06_g30873.t2",1,1
"chr06_g30920.t1",1,1
"chr06_g30922.t1",1.13151,1
"chr06_g30923.t1",1,1
"chr06_g30924.t1",1,1
"chr06_g30925.t1",1.00862,1
"chr06_g30926.t1",1,1
"chr06_g30928.t1",1,1
"chr06_g30933.t1",1,1
"chr06_g30935.t1",1,1
"chr06_g31111.t1",1,1
"chr06_g31115.t1",1,1
"chr06_g3164.t1",1,1
"chr06_g3165.t1",1,1
"chr06_g3166.t1",1,1
"chr06_g3167.t1",1,1
"chr06_g32230.t1",1,1
"chr06_g32233.t1",1,1
"chr06_g32236.t1",1,1
"chr06_g32238.t1",1,1
"chr06_g32240.t1",1,1
"chr06_g32241.t1",1,1
"chr06_g32242.t1",4.70524,1
"chr06_g32243.t1",1,1
"chr06_g32503.t1",1,1
"chr06_g32508.t1",1,1
"chr06_g32534.t1",1,1
"chr06_g32536.t1",1,1
"chr06_g32543.t1",1.38532,1
"chr06_g32545.t1",9.68844,1
"chr06_g32547.t1",1,1
"chr06_g32548.t1",1,1
"chr06_g32745.t1",1.75432,1
"chr06_g3316.t1",1,1
"chr06_g3317.t1",1,1
"chr06_g3319.t1",1,1
"chr06_g33421.t1",1,1
"chr06_g33422.t1",1,1
"chr06_g33629.t1",1.9233,1
"chr06_g33631.t1",1,1
"chr06_g34005.t1",1,1
"chr06_g34006.t1",1,1
"chr06_g34010.t1",1,1
"chr06_g34123.t1",1,1
"chr06_g34340.t1",1,1
"chr06_g34342.t1",1,1
"chr06_g34343.t1",1,1
"chr06_g34345.t1",1,1
"chr06_g34347.t1",1,1
"chr06_g34348.t1",1,1
"chr06_g34350.t1",1,1
"chr06_g34351.t1",4.5539,1
"chr06_g34655.t2",1,1
"chr06_g34660.t1",2.37183,1
"chr06_g34690.t1",1.3884,1
"chr06_g34695.t1",1,1
"chr06_g34696.t1",1,1
"chr06_g34749.t1",1,1
"chr06_g34943.t1",1,1
"chr06_g34945.t1",1,1
"chr06_g34946.t1",1,1
"chr06_g34947.t1",1,1
"chr06_g34950.t1",999,1
"chr06_g34970.t1",1,1
"chr06_g34976.t1",1,1
"chr06_g3517.t1",1,1
"chr06_g3521.t1",1.04332,1
"chr06_g35221.t1",1,1
"chr06_g35317.t1",2.17602,1
"chr06_g35320.t1",2.83127,1
"chr06_g35321.t1",999,1
"chr06_g35377.t1",8.36339,1
"chr06_g35559.t1",1,1
"chr06_g35722.t1",1,1
"chr06_g35800.t1",1,1
"chr06_g35801.t1",1,1
"chr06_g35802.t1",23.37632,1
"chr06_g35804.t1",1,1
"chr06_g3584.t1",1,1
"chr06_g3585.t1",1,1
"chr06_g35866.t1",1,1
"chr06_g35869.t1",10.17542,1
"chr06_g3588.t1",1,1
"chr06_g3589.t1",1,1
"chr06_g3590.t1",1,1
"chr06_g3593.t1",1,1
"chr06_g3594.t1",1,1
"chr06_g3595.t1",1,1
"chr06_g3596.t1",1,1
"chr06_g3597.t1",16.98263,1
"chr06_g35977.t1",7.58127,1
"chr06_g3598.t1",1,1
"chr06_g35989.t1",7.82517,1
"chr06_g3599.t1",1,1
"chr06_g35993.t1",1,1
"chr06_g35994.t1",1,1
"chr06_g3601.t1",1,1
"chr06_g3602.t1",1,1
"chr06_g36229.t1",1,1
"chr06_g36352.t1",1,1
"chr06_g36458.t1",1,1
"chr06_g36461.t1",1,1
"chr06_g36463.t1",1,1
"chr06_g36585.t1",58.77879,1
"chr06_g36587.t1",1,1
"chr06_g36742.t1",29.0391,1
"chr06_g36745.t1",8.15601,1
"chr06_g36826.t1",1.03874,1
"chr06_g36827.t1",1,1
"chr06_g36829.t1",12.77889,1
"chr06_g3720.t1",2.82495,1
"chr06_g3723.t1",1,1
"chr06_g3725.t1",1.88771,1
"chr06_g3726.t1",1,1
"chr06_g37388.t1",1,1
"chr06_g37389.t1",1,1
"chr06_g37390.t1",1,1
"chr06_g37594.t1",1,1
"chr06_g37596.t1",1,1
"chr06_g37597.t1",1,1
"chr06_g37598.t1",1,1
"chr06_g37719.t1",1,1
"chr06_g37949.t1",1,1
"chr06_g3797.t1",4.22513,1
"chr06_g3798.t1",1,1
"chr06_g3800.t1",1,1
"chr06_g3802.t1",1,1
"chr06_g3803.t1",1,1
"chr06_g3804.t1",1,1
"chr06_g3805.t1",1,1
"chr06_g3806.t1",1,1
"chr06_g38112.t1",1,1
"chr06_g38113.t1",1,1
"chr06_g38114.t1",1,1
"chr06_g38116.t1",1.77111,1
"chr06_g38117.t1",1,1
"chr06_g38291.t1",1,1
"chr06_g38375.t1",1,1
"chr06_g38446.t1",1,1
"chr06_g38448.t1",1,1
"chr06_g38518.t1",1,1
"chr06_g38519.t1",1,1
"chr06_g38725.t1",1,1
"chr06_g38726.t1",4.99557,1
"chr06_g38792.t1",3.51943,1
"chr06_g38877.t1",1.30435,1
"chr06_g38881.t1",5.71677,1
"chr06_g38882.t1",1,1
"chr06_g39026.t1",1.59425,1
"chr06_g39042.t1",1,1
"chr06_g39061.t1",1,1
"chr06_g39063.t1",1.47697,1
"chr06_g39065.t1",1,1
"chr06_g39066.t1",1,1
"chr06_g39067.t1",1,1
"chr06_g39070.t1",999,1
"chr06_g39078.t1",1,1
"chr06_g39079.t1",1,1
"chr06_g39217.t1",1,1
"chr06_g39218.t1",1,1
"chr06_g39223.t1",1,1
"chr06_g39372.t1",5.05278,1
"chr06_g39644.t1",1,1
"chr06_g39685.t1",27.8927,1
"chr06_g39902.t1",1,1
"chr06_g39904.t1",1,1
"chr06_g40047.t1",1,1
"chr06_g40062.t1",1,1
"chr06_g40063.t1",1.07502,1
"chr06_g4018.t1",1.1381,1
"chr06_g40329.t1",1,1
"chr06_g40421.t1",1,1
"chr06_g40422.t1",1,1
"chr06_g40423.t1",1,1
"chr06_g40424.t1",1,1
"chr06_g40425.t1",1,1
"chr06_g40426.t1",1,1
"chr06_g40565.t1",1,1
"chr06_g40566.t1",1,1
"chr06_g40600.t1",16.70072,1
"chr06_g40701.t1",1,1
"chr06_g40705.t1",999,1
"chr06_g40712.t1",1.50814,1
"chr06_g40994.t1",1,1
"chr06_g41039.t1",1,1
"chr06_g4106.t1",3.33641,1
"chr06_g4107.t1",16.47881,1
"chr06_g4108.t1",1,1
"chr06_g4109.t1",1,1
"chr06_g4111.t1",1,1
"chr06_g4112.t1",1,1
"chr06_g4113.t1",1.04279,1
"chr06_g4115.t1",1,1
"chr06_g41154.t1",1.0277,1
"chr06_g41155.t1",1,1
"chr06_g4116.t1",1,1
"chr06_g4118.t1",1,1
"chr06_g41223.t1",1,1
"chr06_g41459.t1",1,1
"chr06_g41473.t1",1,1
"chr06_g41520.t1",1.53297,1
"chr06_g41630.t1",1,1
"chr06_g41846.t1",1,1
"chr06_g41847.t1",1,1
"chr06_g42103.t1",1,1
"chr06_g42164.t1",8.11455,1
"chr06_g42376.t1",1,1
"chr06_g42384.t1",7.74296,1
"chr06_g42478.t1",1.5745,1
"chr06_g42498.t1",1,1
"chr06_g42499.t1",1,1
"chr06_g42719.t1",4.9667,1
"chr06_g42779.t1",1,1
"chr06_g43042.t1",2.37254,1
"chr06_g43059.t1",1,1
"chr06_g43316.t1",1,1
"chr06_g43447.t1",1,1
"chr06_g43570.t1",3.51764,1
"chr06_g4366.t1",1,1
"chr06_g43701.t1",2.17401,1
"chr06_g4392.t1",1,1
"chr06_g4394.t1",1,1
"chr06_g4395.t1",2.9119,1
"chr06_g4397.t1",1,1
"chr06_g43979.t1",1,1
"chr06_g4403.t1",1,1
"chr06_g4404.t1",283.49868,1
"chr06_g4405.t1",1,1
"chr06_g4406.t1",1,1
"chr06_g44657.t1",1,1
"chr06_g44804.t1",1,1
"chr06_g44828.t1",2.67742,1
"chr06_g45172.t1",1.13567,1
"chr06_g45180.t1",2.42308,1
"chr06_g45260.t1",36.15455,1
"chr06_g45276.t1",1,1
"chr06_g45345.t1",29.07522,1
"chr06_g4548.t1",1,1
"chr06_g4551.t1",1,1
"chr06_g4552.t1",1,1
"chr06_g4553.t1",1,1
"chr06_g4554.t1",1,1
"chr06_g4555.t1",1,1
"chr06_g4556.t1",1,1
"chr06_g4572.t1",1,1
"chr06_g4573.t1",1,1
"chr06_g4574.t1",1,1
"chr06_g4576.t1",1,1
"chr06_g4577.t1",1,1
"chr06_g4579.t1",1,1
"chr06_g4580.t1",1,1
"chr06_g4582.t1",1,1
"chr06_g4583.t1",1,1
"chr06_g4584.t1",1,1
"chr06_g4585.t1",1,1
"chr06_g4586.t1",1,1
"chr06_g4587.t1",1,1
"chr06_g4588.t1",1,1
"chr06_g4646.t1",1,1
"chr06_g46785.t1",1,1
"chr06_g46789.t1",1,1
"chr06_g46791.t1",1,1
"chr06_g46792.t1",1,1
"chr06_g46793.t1",1,1
"chr06_g46796.t1",1,1
"chr06_g48013.t1",455.37225,1
"chr06_g48016.t1",1,1
"chr06_g48027.t1",1,1
"chr06_g48030.t1",1,1
"chr06_g48031.t1",1,1
"chr06_g48032.t1",1,1
"chr06_g48037.t1",1,1
"chr06_g48039.t1",1,1
"chr06_g4844.t1",1,1
"chr06_g48501.t1",1,1
"chr06_g48507.t1",1,1
"chr06_g48527.t1",1,1
"chr06_g48528.t1",1,1
"chr06_g48532.t1",1,1
"chr06_g49337.t1",1.71012,1
"chr06_g49338.t1",1,1
"chr06_g49339.t1",1,1
"chr06_g49352.t1",1,1
"chr06_g49355.t1",6.0667,1
"chr06_g50009.t1",1,1
"chr06_g5008.t1",1,1
"chr06_g5029.t1",1,1
"chr06_g5030.t1",1.40202,1
"chr06_g5031.t1",3.49184,1
"chr06_g5033.t1",3.55277,1
"chr06_g5034.t1",1,1
"chr06_g51361.t1",1,1
"chr06_g51365.t1",1,1
"chr06_g51366.t1",4.30628,1
"chr06_g51367.t1",1,1
"chr06_g51368.t1",1,1
"chr06_g51369.t1",1,1
"chr06_g51370.t1",1,1
"chr06_g51373.t1",1,1
"chr06_g51376.t1",1,1
"chr06_g51377.t1",2.06568,1
"chr06_g51378.t1",1,1
"chr06_g51380.t1",1,1
"chr06_g51382.t1",1,1
"chr06_g51385.t1",1,1
"chr06_g5217.t1",1.77164,1
"chr06_g5218.t1",1.06037,1
"chr06_g5219.t1",1,1
"chr06_g52594.t1",1,1
"chr06_g52599.t1",1,1
"chr06_g52605.t1",1,1
"chr06_g52608.t1",1,1
"chr06_g52609.t1",1.34603,1
"chr06_g52614.t1",1,1
"chr06_g52615.t1",1,1
"chr06_g52728.t1",1,1
"chr06_g52853.t1",1,1
"chr06_g52854.t1",1,1
"chr06_g52855.t1",2.38739,1
"chr06_g52856.t1",3.29529,1
"chr06_g52861.t1",1,1
"chr06_g52862.t1",1,1
"chr06_g53021.t1",1,1
"chr06_g53022.t1",1,1
"chr06_g53023.t1",1,1
"chr06_g53485.t1",93.58434,1
"chr06_g53488.t1",1,1
"chr06_g53489.t1",1,1
"chr06_g53490.t1",1,1
"chr06_g53494.t1",1,1
"chr06_g53496.t1",1,1
"chr06_g53498.t1",1.04931,1
"chr06_g53499.t1",1.71634,1
"chr06_g53501.t1",1,1
"chr06_g53504.t1",1,1
"chr06_g53505.t1",1,1
"chr06_g53506.t1",1,1
"chr06_g53577.t1",1.59314,1
"chr06_g5387.t1",4.18397,1
"chr06_g5388.t1",1,1
"chr06_g53889.t1",1,1
"chr06_g54181.t1",1,1
"chr06_g54183.t1",2.02143,1
"chr06_g54187.t1",1,1
"chr06_g54188.t1",1,1
"chr06_g54189.t1",1,1
"chr06_g54191.t1",1,1
"chr06_g54196.t1",45.98819,1
"chr06_g54301.t1",1,1
"chr06_g54302.t1",3.37271,1
"chr06_g54312.t1",1.96605,1
"chr06_g54313.t1",1,1
"chr06_g54316.t1",1,1
"chr06_g54317.t1",1,1
"chr06_g54318.t1",1,1
"chr06_g54387.t1",1,1
"chr06_g54388.t1",1,1
"chr06_g54389.t1",1,1
"chr06_g54390.t1",1,1
"chr06_g54391.t1",1,1
"chr06_g54392.t1",1,1
"chr06_g54397.t1",1,1
"chr06_g54404.t1",1,1
"chr06_g54644.t1",1,1
"chr06_g54668.t1",1,1
"chr06_g54669.t1",1.23267,1
"chr06_g54671.t1",4.3283,1
"chr06_g54679.t1",1,1
"chr06_g54681.t1",14.23375,1
"chr06_g54682.t1",1,1
"chr06_g54683.t1",1.0548,1
"chr06_g54716.t1",1,1
"chr06_g54718.t1",1,1
"chr06_g54719.t1",1,1
"chr06_g54721.t1",1,1
"chr06_g54723.t1",1,1
"chr06_g54724.t1",1,1
"chr06_g54725.t1",1.61989,1
"chr06_g54727.t1",1,1
"chr06_g54728.t1",1,1
"chr06_g54729.t1",1,1
"chr06_g54730.t1",1.01678,1
"chr06_g54744.t1",1,1
"chr06_g54746.t1",1,1
"chr06_g54747.t1",1,1
"chr06_g5480.t1",1,1
"chr06_g5481.t1",1,1
"chr06_g55345.t1",1,1
"chr06_g56218.t1",1,1
"chr06_g5622.t1",3.18665,1
"chr06_g56220.t1",1,1
"chr06_g56222.t2",1,1
"chr06_g56224.t1",1,1
"chr06_g56225.t1",2.67261,1
"chr06_g56226.t1",1,1
"chr06_g56539.t1",1,1
"chr06_g56540.t1",1,1
"chr06_g56542.t1",1,1
"chr06_g56547.t1",1.84061,1
"chr06_g56548.t1",1,1
"chr06_g56550.t1",1,1
"chr06_g56551.t1",2.51809,1
"chr06_g56556.t1",1,1
"chr06_g56558.t1",1,1
"chr06_g56559.t1",1,1
"chr06_g56561.t1",1,1
"chr06_g56562.t1",1,1
"chr06_g56563.t1",14.5006,1
"chr06_g56613.t1",1,1
"chr06_g56614.t1",1,1
"chr06_g56615.t1",1,1
"chr06_g56616.t1",1,1
"chr06_g56618.t1",1,1
"chr06_g56624.t1",1,1
"chr06_g56626.t1",1,1
"chr06_g56627.t1",1,1
"chr06_g56630.t1",999,1
"chr06_g56633.t1",1,1
"chr06_g56635.t1",1,1
"chr06_g56637.t1",1.05876,1
"chr06_g5704.t1",1,1
