gene,logL_H0,logL_H1,logL_M1a,tree_length_H0,tree_length_H1,tree_length_M1a,foreground_w_H0,foreground_w_H1,foreground_w_M1a,LRT_H1,p_value_H1
chr05_g26306.t1.Gain.Vert.Bar,-1022.409461,-1022.409461,-1022.409461,0.14095,0.14095,0.14095,1.0,1.0,1.0,0.0,1.0
chr05_g26441.t1.Gain.Vert.Bar,-1714.879891,-1714.879891,-1714.879891,1.84243,1.84243,1.84243,1.0,1.0,1.0,0.0,1.0
chr05_g26454.t1.Gain.Vert.Bar,-4514.589117,-4507.761536,-4514.589102,0.16573,0.16898,0.16572,1.0,90.8752,1.0,13.655162000000928,0.00021963667536389368
chr05_g26455.t1.Gain.Vert.Bar,-1291.222964,-1291.202586,-1292.897355,0.27164,0.27159,0.27121,1.0,1.25877,1.0,0.04075599999987389,0.8400096363176777
chr05_g26456.t1.Gain.Vert.Bar,-4412.058653,-4411.913219,-4412.566659,0.4651,0.46524,0.46573,1.0,1.66899,1.0,0.29086800000004587,0.5896648317172956
chr05_g26463.t1.Gain.Vert.Bar,-12560.648691,-12560.648212,-12560.732634,0.17169,0.17161,0.17165,1.0,1.0,1.0,0.0009580000005371403,0.9753081586302886
chr05_g26464.t1.Gain.Vert.Bar,-2467.583076,-2467.577107,-2465.093429,0.31487,0.315,0.3157,1.0,1.49055,1.0,0.011937999999645399,0.9129953558776104
chr05_g26467.t1.Gain.Vert.Bar,-10940.993599,-10940.993601,-10940.9936,0.17637,0.17637,0.17637,1.0,1.0,1.0,-4.0000013541430235e-06,1.0
chr05_g27200.t1.Gain.Vert.Bar,-1539.596145,-1539.596145,-1539.596145,0.42155,0.42155,0.42155,1.0,1.0,1.0,0.0,1.0
chr05_g27201.t1.Gain.Vert.Bar,-3236.774588,-3236.774574,-3236.774745,0.17526,0.17526,0.17526,1.0,1.0,1.0,2.8000000384054147e-05,0.995778011428023
chr05_g27202.t1.Gain.Vert.Bar,-1689.170277,-1689.170277,-1689.799246,0.28478,0.28478,0.28385,1.0,1.0,1.0,0.0,1.0
chr05_g27203.t1.Gain.Vert.Bar,-1200.171182,-1200.168718,-1200.952994,0.38573,0.38571,0.3853,1.0,1.13868,1.0,0.004928000000290922,0.9440347010839801
chr05_g27206.t1.Gain.Vert.Bar,-2790.187907,-2790.103924,-2790.104235,0.13209,0.13207,0.13207,1.0,1.0,1.0,0.16796599999997852,0.68192585044294
chr05_g27216.t1.Gain.Vert.Bar,-4754.808565,-4754.808565,-4754.808565,0.28231,0.28231,0.28231,1.0,1.0,1.0,0.0,1.0
chr05_g27218.t1.Gain.Vert.Bar,-5723.617623,-5723.138015,-5723.618181,0.27975,0.27963,0.27975,1.0,25.4154,1.0,0.9592159999992873,0.3273844850915541
chr05_g27220.t1.Gain.Vert.Bar,-1935.768079,-1935.768079,-1936.874383,0.32496,0.32496,0.32635,1.0,1.0,1.0,0.0,1.0
chr05_g27651.t1.Gain.Vert.Bar,-7864.077942,-7864.076902,-7864.076725,0.23606,0.23606,0.23605,1.0,1.0,1.0,0.002080000000205473,0.9636234762316326
chr05_g27658.t1.Gain.Vert.Bar,-803.061446,-801.620006,-802.320408,0.29822,0.29901,0.30018,1.0,25.90559,1.0,2.882880000000114,0.0895257706426564
chr05_g27659.t1.Gain.Vert.Bar,-5917.710339,-5914.36521,-5918.700449,0.47571,0.4784,0.47643,1.0,19.93415,1.0,6.69025800000054,0.009694117467320166
chr05_g27661.t1.Gain.Vert.Bar,-2873.790061,-2872.668991,-2875.657059,0.77451,0.77848,0.77611,1.0,4.63313,1.0,2.2421400000002905,0.1342950053814082
chr05_g27664.t1.Gain.Vert.Bar,-572.738055,-571.5166,-573.089414,0.30232,0.30885,0.30313,1.0,26.93601,1.0,2.4429099999999835,0.118057034262015
chr05_g27665.t1.Gain.Vert.Bar,-2615.140093,-2615.096044,-2615.597035,0.36704,0.36715,0.367,1.0,1.84478,1.0,0.08809800000017276,0.766609224588199
chr05_g27668.t1.Gain.Vert.Bar,-1759.5457,-1759.515652,-1766.642401,1.69423,1.69816,1.68217,1.0,1.0,1.0,0.060095999999703054,0.8063442729115078
chr05_g27670.t1.Gain.Vert.Bar,-2077.188977,-2077.02712,-2077.308799,0.29497,0.29493,0.29504,1.0,1.0,1.0,0.3237139999991996,0.5693841692739168
chr05_g27673.t1.Gain.Vert.Bar,-13792.371772,-13792.371771,-13792.371789,0.30832,0.30833,0.30834,1.0,1.0,1.0,2.0000006770715117e-06,0.9988716210180326
chr05_g28594.t1.Gain.Vert.Bar,-7376.254283,-7375.870902,-7376.532117,0.22158,0.22195,0.22168,1.0,5.34413,1.0,0.7667620000011084,0.381220621235862
chr05_g28597.t1.Gain.Vert.Bar,-5434.636744,-5435.672346,-5434.683772,0.28984,0.29022,0.28989,1.0,1.0,1.0,-2.0712039999998524,1.0
chr05_g28906.t1.Gain.Vert.Bar,-3969.406689,-3969.406689,-3974.229041,0.19956,0.19956,0.19997,1.0,1.0,1.0,0.0,1.0
chr05_g28909.t1.Gain.Vert.Bar,-1478.029195,-1478.029195,-1478.19143,0.35258,0.35258,0.35255,1.0,1.0,1.0,0.0,1.0
chr05_g28910.t1.Gain.Vert.Bar,-4587.334686,-4587.080534,-4590.40179,0.29133,0.29153,0.29102,1.0,3.23852,1.0,0.5083040000008623,0.4758739645911446
chr05_g28912.t1.Gain.Vert.Bar,-2819.848114,-2819.848114,-2819.91606,0.37781,0.37781,0.37791,1.0,1.0,1.0,0.0,1.0
chr05_g28913.t1.Gain.Vert.Bar,-2173.04606,-2173.04606,-2173.04606,0.41202,0.41202,0.41202,1.0,1.0,1.0,0.0,1.0
chr05_g28915.t1.Gain.Vert.Bar,-3621.933647,-3621.942969,-3621.942969,0.41866,0.41872,0.41872,1.0,1.0,1.0,-0.018644000000676897,1.0
chr05_g28916.t1.Gain.Vert.Bar,-4914.73411,-4913.108053,-4914.938553,0.30209,0.30338,0.30217,1.0,12.83198,1.0,3.2521140000008018,0.07133140329043058
chr05_g28917.t1.Gain.Vert.Bar,-8301.340978,-8301.265654,-8301.783375,0.30258,0.30267,0.30267,1.0,2.15362,1.0,0.15064799999890965,0.6979168739078605
chr05_g28918.t1.Gain.Vert.Bar,-2281.642338,-2281.642338,-2281.642338,0.26929,0.26929,0.26929,1.0,1.0,1.0,0.0,1.0
chr05_g28919.t1.Gain.Vert.Bar,-858.95655,-857.957211,-859.059303,0.44806,0.45489,0.44895,1.0,12.3002,1.0,1.9986779999999271,0.15743646811911421
chr05_g28921.t1.Gain.Vert.Bar,-1464.484386,-1463.907577,-1465.884774,0.36163,0.36306,0.36281,1.0,4.26681,1.0,1.1536180000002787,0.2827930543090577
chr05_g28922.t1.Gain.Vert.Bar,-5321.312614,-5321.312615,-5321.604094,0.18083,0.18084,0.18078,1.0,1.0,1.0,-1.999998858082108e-06,1.0
chr05_g29042.t1.Gain.Vert.Bar,-8768.462641,-8767.523013,-8774.930281,3.19081,3.19628,3.18747,1.0,2.39857,1.0,1.8792560000001686,0.170418732283325
chr05_g29043.t1.Gain.Vert.Bar,-2903.538417,-2903.524783,-2905.035851,0.43792,0.43792,0.43653,1.0,1.19816,1.0,0.027268000000731263,0.8688414625040894
chr05_g29045.t1.Gain.Vert.Bar,-3161.368629,-3161.367954,-3161.368418,0.19948,0.19947,0.19947,1.0,1.0,1.0,0.0013500000004569301,0.9706904440792751
chr05_g29046.t1.Gain.Vert.Bar,-3045.307074,-3044.123887,-3045.8161,0.40405,0.40511,0.404,1.0,8.18253,1.0,2.3663739999992686,0.12397471496080525
chr05_g29118.t1.Gain.Vert.Bar,-2815.59059,-2815.59059,-2815.59059,0.5042,0.5042,0.50421,1.0,1.0,1.0,0.0,1.0
chr05_g29120.t1.Gain.Vert.Bar,-1616.332576,-1616.332576,-1616.534753,0.37478,0.37478,0.37516,1.0,1.0,1.0,0.0,1.0
chr05_g29122.t1.Gain.Vert.Bar,-927.483225,-925.967625,-929.087177,2.28209,2.35122,2.2748,1.0,12.75201,1.0,3.031199999999899,0.08167758819981771
chr05_g29125.t1.Gain.Vert.Bar,-2673.976784,-2673.976813,-2674.023734,0.27703,0.27703,0.27698,1.0,1.0,1.0,-5.80000005356851e-05,1.0
chr05_g29126.t1.Gain.Vert.Bar,-1226.419517,-1224.153433,-1225.075159,0.52443,0.52454,0.52633,1.0,1.0,1.0,4.532168000000183,0.03326345235407952
chr05_g29816.t1.Gain.Vert.Bar,-2239.598517,-2239.43046,-2240.465813,0.4659,0.46685,0.4657,1.0,2.44773,1.0,0.3361139999997249,0.5620809296358026
chr05_g29818.t1.Gain.Vert.Bar,-3317.47434,-3316.602369,-3317.559487,0.17619,0.17734,0.17635,1.0,25.83217,1.0,1.743942000000061,0.1866401234327859
chr05_g29819.t1.Gain.Vert.Bar,-3092.082804,-3092.082804,-3092.083059,0.16433,0.16434,0.16435,1.0,1.0,1.0,0.0,1.0
chr05_g29821.t1.Gain.Vert.Bar,-1267.413105,-1267.413064,-1267.413064,0.17685,0.17685,0.17685,1.0,1.0,1.0,8.200000002034358e-05,0.9927749467477895
chr05_g29822.t1.Gain.Vert.Bar,-2747.915182,-2747.915182,-2747.91908,0.13811,0.13811,0.13813,1.0,1.0,1.0,0.0,1.0
chr05_g29824.t1.Gain.Vert.Bar,-2401.374578,-2401.374593,-2401.374452,0.11624,0.11624,0.11624,1.0,1.0,1.0,-3.0000000151630957e-05,1.0
chr05_g29825.t1.Gain.Vert.Bar,-604.589341,-601.667257,-604.974003,0.1725,0.51503,0.17232,1.0,999.0,1.0,5.8441680000000815,0.01562876186117727
chr05_g29826.t1.Gain.Vert.Bar,-11913.99126,-11913.034704,-11915.697809,0.24356,0.24388,0.24361,1.0,11.78481,1.0,1.9131120000020019,0.16661798205184702
chr05_g29827.t1.Gain.Vert.Bar,-1282.831361,-1282.691741,-1282.971659,0.1448,0.14767,0.1452,1.0,22.99455,1.0,0.27923999999984517,0.5971997807712763
chr05_g29828.t1.Gain.Vert.Bar,-1218.708977,-1218.708977,-1218.709124,0.15991,0.15991,0.15991,1.0,1.0,1.0,0.0,1.0
chr05_g30258.t1.Gain.Vert.Bar,-14715.744595,-14713.481228,-14719.032098,0.6615,0.66254,0.66168,1.0,2.78214,1.0,4.526733999999124,0.03336924350490229
chr05_g30259.t1.Gain.Vert.Bar,-1904.865757,-1904.865757,-1904.896681,0.45379,0.45379,0.45358,1.0,1.0,1.0,0.0,1.0
chr05_g30260.t1.Gain.Vert.Bar,-2225.920083,-2225.920123,-2225.920086,0.19444,0.19443,0.19444,1.0,1.0,1.0,-7.999999979801942e-05,1.0
chr05_g30262.t1.Gain.Vert.Bar,-521.604423,-521.948083,-521.942328,0.37274,0.37428,0.37477,1.0,7.0124,1.0,-0.6873199999999997,1.0
chr05_g30264.t1.Gain.Vert.Bar,-1771.720052,-1771.720052,-1771.720344,0.6866,0.6866,0.68658,1.0,1.0,1.0,0.0,1.0
chr05_g30265.t1.Gain.Vert.Bar,-1849.663451,-1849.663451,-1849.663451,0.28054,0.28053,0.28052,1.0,1.0,1.0,0.0,1.0
chr05_g30266.t1.Gain.Vert.Bar,-3973.304531,-3973.304531,-3973.304531,1.90482,1.90482,1.90482,1.0,1.0,1.0,0.0,1.0
chr05_g30269.t1.Gain.Vert.Bar,-1088.570413,-1087.939856,-1088.886972,1.05257,1.05738,1.05261,1.0,4.0733,1.0,1.2611139999999068,0.2614403308925045
chr05_g30887.t1.Gain.Vert.Bar,-1104.990023,-1104.990023,-1105.060542,0.37496,0.37496,0.36902,1.0,1.0,1.0,0.0,1.0
chr05_g30889.t1.Gain.Vert.Bar,-3867.77244,-3867.772418,-3868.010526,0.29933,0.29933,0.29946,1.0,1.02169,1.0,4.400000034365803e-05,0.9947074713628357
chr05_g30891.t1.Gain.Vert.Bar,-2025.55198,-2025.552422,-2025.55198,0.32245,0.32237,0.32245,1.0,1.0,1.0,-0.0008840000000418513,1.0
chr05_g31202.t1.Gain.Vert.Bar,-4453.680511,-4453.680511,-4455.005998,0.97738,0.97738,0.97802,1.0,1.0,1.0,0.0,1.0
chr05_g31207.t1.Gain.Vert.Bar,-2272.840976,-2273.320808,-2273.519194,2.20143,2.19616,2.19714,1.0,2.32833,1.0,-0.9596639999999752,1.0
chr05_g31275.t1.Gain.Vert.Bar,-3930.021118,-3929.826653,-3935.671252,1.62123,1.62156,1.6201,1.0,1.65452,1.0,0.38893000000007305,0.5328623759660224
chr05_g31513.t1.Gain.Vert.Bar,-3397.497375,-3397.001166,-3397.509067,1.09052,1.0983,1.0906,1.0,9.10331,1.0,0.992417999999816,0.31915211143220323
chr05_g31626.t1.Gain.Vert.Bar,-1001.688466,-1001.688463,-1001.688463,0.18625,0.18625,0.18625,1.0,1.0,1.0,5.999999984851456e-06,0.9980455919092638
chr05_g31627.t1.Gain.Vert.Bar,-1273.769686,-1273.593208,-1275.15589,0.29498,0.29538,0.29564,1.0,102.86604,1.0,0.3529560000001766,0.5524445610766251
chr05_g31628.t1.Gain.Vert.Bar,-539.115428,-539.115428,-539.115428,0.23481,0.23481,0.23481,1.0,1.0,1.0,0.0,1.0
chr05_g31629.t1.Gain.Vert.Bar,-1452.29447,-1452.29447,-1452.29447,0.41499,0.41499,0.415,1.0,1.0,1.0,0.0,1.0
chr05_g31630.t1.Gain.Vert.Bar,-1432.972423,-1432.705503,-1434.019154,0.35661,0.35917,0.35664,1.0,9.87545,1.0,0.5338400000000547,0.46499690278782135
chr05_g31631.t1.Gain.Vert.Bar,-9980.044224,-9979.895568,-9980.397878,0.33297,0.33298,0.33307,1.0,2.51049,1.0,0.297311999998783,0.5855724831435167
chr05_g31632.t1.Gain.Vert.Bar,-3167.720976,-3167.720976,-3167.720976,0.28126,0.28126,0.28126,1.0,1.0,1.0,0.0,1.0
chr05_g31633.t1.Gain.Vert.Bar,-2425.75517,-2425.75517,-2427.988047,0.26407,0.26407,0.26442,1.0,1.0,1.0,0.0,1.0
chr05_g31643.t1.Gain.Vert.Bar,-6609.915842,-6609.915842,-6609.915843,0.3927,0.39271,0.39271,1.0,1.0,1.0,0.0,1.0
chr05_g31754.t1.Gain.Vert.Bar,-1797.31433,-1797.31433,-1797.31433,0.26354,0.26354,0.26354,1.0,1.0,1.0,0.0,1.0
chr05_g31758.t1.Gain.Vert.Bar,-2567.993602,-2567.628253,-2568.547552,0.55917,0.55519,0.55393,1.0,4.9271,1.0,0.7306980000003023,0.39265703306139754
chr05_g31896.t1.Gain.Vert.Bar,-23525.683475,-23525.684128,-23525.865471,0.21186,0.21184,0.21187,1.0,1.0,1.0,-0.0013059999982942827,1.0
chr05_g31901.t1.Gain.Vert.Bar,-3270.969994,-3270.969995,-3270.969995,0.16406,0.16407,0.16407,1.0,1.0,1.0,-1.99999976757681e-06,1.0
chr05_g31904.t1.Gain.Vert.Bar,-2835.860023,-2835.860023,-2835.860023,0.31541,0.31542,0.31542,1.0,1.0,1.0,0.0,1.0
chr05_g31912.t1.Gain.Vert.Bar,-3734.64454,-3734.644386,-3734.644422,0.16621,0.16621,0.16629,1.0,1.0,1.0,0.0003079999996771221,0.9859979015728239
chr05_g32159.t1.Gain.Vert.Bar,-1302.088618,-1302.088618,-1302.088619,0.12192,0.12192,0.12194,1.0,1.0,1.0,0.0,1.0
chr05_g32160.t1.Gain.Vert.Bar,-3337.890557,-3337.938399,-3337.89056,0.27874,0.27879,0.27874,1.0,1.0,1.0,-0.09568399999989197,1.0
chr05_g32162.t1.Gain.Vert.Bar,-2348.383344,-2348.687995,-2348.384534,0.13636,0.13635,0.13638,1.0,1.0,1.0,-0.6093019999998432,1.0
chr05_g32165.t1.Gain.Vert.Bar,-3817.201448,-3817.201447,-3820.922112,0.261,0.26098,0.26146,1.0,1.0,1.0,1.99999976757681e-06,0.998871621274596
chr05_g32167.t1.Gain.Vert.Bar,-1682.576825,-1682.576825,-1682.576825,0.27392,0.27392,0.27392,1.0,1.0,1.0,0.0,1.0
chr05_g32170.t1.Gain.Vert.Bar,-1334.556803,-1334.556803,-1334.741547,0.13217,0.13216,0.13217,1.0,1.0,1.0,0.0,1.0
chr05_g32171.t1.Gain.Vert.Bar,-1257.535917,-1257.535917,-1259.945619,0.29625,0.29625,0.29129,1.0,1.0,1.0,0.0,1.0
chr05_g32172.t1.Gain.Vert.Bar,-1869.128628,-1869.128628,-1869.269971,0.2553,0.2553,0.25504,1.0,1.0,1.0,0.0,1.0
chr05_g32281.t1.Gain.Vert.Bar,-3825.332791,-3823.950173,-3825.762222,0.19683,0.19764,0.19679,1.0,40.51933,1.0,2.765235999999277,0.09633247908790604
chr05_g32282.t1.Gain.Vert.Bar,-716.129442,-716.129442,-716.129618,0.33613,0.33613,0.33613,1.0,1.0,1.0,0.0,1.0
chr05_g32285.t1.Gain.Vert.Bar,-959.115331,-959.115331,-959.115369,0.3256,0.3256,0.3256,1.0,1.0,1.0,0.0,1.0
chr05_g32483.t1.Gain.Vert.Bar,-2666.149305,-2666.149305,-2666.327394,0.20138,0.20138,0.20158,1.0,1.0,1.0,0.0,1.0
chr05_g32490.t1.Gain.Vert.Bar,-3867.609819,-3867.609819,-3867.609819,0.38215,0.38215,0.38215,1.0,1.0,1.0,0.0,1.0
chr05_g32754.t1.Gain.Vert.Bar,-5654.411585,-5652.775118,-5655.14713,0.5248,0.526,0.52496,1.0,4.52644,1.0,3.2729340000005323,0.07043155444431523
chr05_g32757.t1.Gain.Vert.Bar,-1193.962893,-1193.962893,-1195.102806,0.24482,0.24482,0.24425,1.0,1.0,1.0,0.0,1.0
chr05_g32758.t1.Gain.Vert.Bar,-1667.435257,-1666.736612,-1674.627557,0.28273,0.28495,0.28468,1.0,7.33928,1.0,1.3972900000003392,0.2371778404077352
chr05_g32765.t1.Gain.Vert.Bar,-8714.882498,-8714.882302,-8714.882302,1.03561,1.03563,1.03564,1.0,1.0,1.0,0.00039200000173877925,0.9842037236557614
chr05_g32766.t1.Gain.Vert.Bar,-6947.728198,-6947.387887,-6947.971536,0.26587,0.2665,0.26609,1.0,3.34486,1.0,0.6806219999998575,0.40937262293847887
chr05_g32770.t1.Gain.Vert.Bar,-2598.252116,-2598.252115,-2600.954143,0.13834,0.13833,0.13843,1.0,1.0,1.0,2.0000006770715117e-06,0.9988716210180326
chr05_g33102.t1.Gain.Vert.Bar,-1319.213384,-1319.213426,-1320.279142,0.79358,0.79358,0.79479,1.0,1.0,1.0,-8.400000024266774e-05,1.0
chr05_g33108.t1.Gain.Vert.Bar,-1685.566778,-1685.566493,-1685.567035,0.05967,0.05967,0.05967,1.0,1.0,1.0,0.0005700000001525041,0.9809525767203522
chr05_g33111.t1.Gain.Vert.Bar,-8010.616389,-8008.579698,-8011.584919,0.32567,0.3264,0.32568,1.0,10.84747,1.0,4.0733820000004926,0.04356396918638955
chr05_g33113.t1.Gain.Vert.Bar,-2362.219975,-2362.229147,-2362.861443,0.39148,0.39158,0.39102,1.0,3.97375,1.0,-0.018344000000070082,1.0
chr05_g33114.t1.Gain.Vert.Bar,-1349.729106,-1348.680208,-1350.268234,0.27586,0.27865,0.27609,1.0,20.65626,1.0,2.0977960000000166,0.1475116372540541
chr05_g33116.t1.Gain.Vert.Bar,-2306.408496,-2306.408496,-2307.097707,0.17646,0.17645,0.17662,1.0,1.0,1.0,0.0,1.0
chr05_g33117.t1.Gain.Vert.Bar,-2369.854479,-2367.737669,-2370.567493,0.28175,0.28407,0.28147,1.0,42.0827,1.0,4.2336199999999735,0.03963082901913665
chr05_g33119.t1.Gain.Vert.Bar,-1343.692307,-1343.692386,-1345.209134,0.16578,0.16578,0.16577,1.0,1.0,1.0,-0.00015799999982846202,1.0
chr05_g33547.t1.Gain.Vert.Bar,-4785.118533,-4784.726814,-4786.111416,0.25936,0.25971,0.25941,1.0,3.323,1.0,0.7834380000003875,0.37609173526072126
chr05_g33548.t1.Gain.Vert.Bar,-5933.405504,-5933.345095,-5933.704199,0.26706,0.26711,0.26709,1.0,1.7452,1.0,0.12081800000123621,0.7281489905024823
chr05_g33549.t1.Gain.Vert.Bar,-3639.943064,-3638.743571,-3640.260116,0.26751,0.26915,0.26767,1.0,24.58289,1.0,2.39898600000015,0.12141392685336475
chr05_g33550.t1.Gain.Vert.Bar,-3348.426422,-3347.064281,-3348.73462,0.2986,0.30041,0.29885,1.0,17.06777,1.0,2.72428200000013,0.098832557194256
chr05_g33551.t1.Gain.Vert.Bar,-1450.459528,-1450.459528,-1450.459528,0.11479,0.1148,0.11479,1.0,1.0,1.0,0.0,1.0
chr05_g33552.t1.Gain.Vert.Bar,-690.196603,-690.184057,-690.196603,0.34873,0.34882,0.34873,1.0,1.0,1.0,0.025091999999858672,0.8741380322979239
chr05_g33553.t1.Gain.Vert.Bar,-5025.982806,-5025.982806,-5025.982806,1.77694,1.77694,1.77694,1.0,1.0,1.0,0.0,1.0
chr05_g34004.t1.Gain.Vert.Bar,-1286.574196,-1286.574196,-1286.574398,0.23156,0.23156,0.23157,1.0,1.0,1.0,0.0,1.0
chr05_g34466.t1.Gain.Vert.Bar,-3387.275136,-3387.273187,-3387.275321,0.32355,0.32354,0.32356,1.0,1.0,1.0,0.003898000000845059,0.9502172474534469
chr05_g34467.t1.Gain.Vert.Bar,-3725.450042,-3725.450042,-3725.450042,2.89285,2.89285,2.89285,1.0,1.0,1.0,0.0,1.0
chr05_g34499.t1.Gain.Vert.Bar,-2003.466062,-2003.465403,-2003.465699,0.01795,0.01795,0.01795,1.0,1.0,1.0,0.001318000000082975,0.9710397454394865
chr05_g34500.t1.Gain.Vert.Bar,-1881.49474,-1881.480437,-1881.682467,0.22244,0.22256,0.22271,1.0,1.38924,1.0,0.028606000000308995,0.8656919627557511
chr05_g34501.t1.Gain.Vert.Bar,-4108.767191,-4108.767194,-4108.900902,0.13779,0.13781,0.13788,1.0,1.0,1.0,-6.000000212225132e-06,1.0
chr05_g34820.t1.Gain.Vert.Bar,-6055.146871,-6049.348759,-6055.831161,0.48683,0.49774,0.4874,1.0,24.42126,1.0,11.596223999998983,0.0006608586431953022
chr05_g34959.t1.Gain.Vert.Bar,-4302.257445,-4302.257444,-4303.937296,0.5689,0.56889,0.56765,1.0,1.0,1.0,2.0000006770715117e-06,0.9988716210180326
chr05_g34963.t1.Gain.Vert.Bar,-2613.969054,-2613.968403,-2613.997401,0.18112,0.18113,0.18113,1.0,1.32584,1.0,0.0013020000005781185,0.9712159884694701
chr05_g35011.t1.Gain.Vert.Bar,-1639.704422,-1639.704681,-1639.922715,0.13624,0.13624,0.13613,1.0,1.0,1.0,-0.0005179999998290441,1.0
chr05_g35016.t1.Gain.Vert.Bar,-642.084229,-642.185996,-642.084279,0.23676,0.23687,0.23676,1.0,1.0,1.0,-0.20353399999999056,1.0
chr05_g35212.t1.Gain.Vert.Bar,-3333.642046,-3333.642046,-3334.879704,0.17697,0.17697,0.17671,1.0,1.0,1.0,0.0,1.0
chr05_g35213.t1.Gain.Vert.Bar,-773.85676,-773.278185,-775.691968,0.3286,0.32851,0.32655,1.0,2.82424,1.0,1.1571500000000015,0.28205739045288525
chr05_g35215.t1.Gain.Vert.Bar,-756.397014,-755.967954,-758.150789,0.49363,0.49563,0.48682,1.0,4.13374,1.0,0.858120000000099,0.3542653314986848
chr05_g35216.t1.Gain.Vert.Bar,-2004.03116,-2004.031539,-2004.031049,2.49211,2.4921,2.49212,1.0,1.0,1.0,-0.000758000000132597,1.0
chr05_g35217.t1.Gain.Vert.Bar,-2564.623484,-2564.655606,-2564.800799,0.1116,0.11164,0.11162,1.0,1.29921,1.0,-0.0642439999992348,1.0
chr05_g35219.t1.Gain.Vert.Bar,-2844.98364,-2844.98364,-2844.983682,0.2577,0.25769,0.2577,1.0,1.0,1.0,0.0,1.0
chr05_g35236.t1.Gain.Vert.Bar,-3600.582959,-3598.296661,-3606.454715,4.59699,4.60842,4.59293,1.0,3.13059,1.0,4.572595999999976,0.03248729907660071
chr05_g35513.t1.Gain.Vert.Bar,-3688.353475,-3688.168708,-3691.407152,1.44578,1.44713,1.4471,1.0,1.53167,1.0,0.3695339999994758,0.5432583876735857
chr05_g35574.t1.Gain.Vert.Bar,-4699.804423,-4695.535854,-4704.309909,1.70316,1.7158,1.70838,1.0,4.65613,1.0,8.537137999999686,0.003479723471368298
chr05_g35575.t1.Gain.Vert.Bar,-1333.491451,-1333.459685,-1333.826684,0.21471,0.21514,0.21547,1.0,2.62943,1.0,0.06353200000012293,0.8009981272720667
chr05_g36575.t1.Gain.Vert.Bar,-2842.598325,-2841.243696,-2844.45732,0.43671,0.43898,0.43685,1.0,4.89223,1.0,2.7092579999998634,0.09976738642228809
chr05_g36576.t1.Gain.Vert.Bar,-1651.518309,-1651.518309,-1651.518658,0.19317,0.19317,0.19317,1.0,1.0,1.0,0.0,1.0
chr05_g36579.t1.Gain.Vert.Bar,-1174.201222,-1173.894032,-1174.201222,0.78833,0.79169,0.78833,1.0,6.80888,1.0,0.6143799999999828,0.4331434128372771
chr05_g36841.t1.Gain.Vert.Bar,-2505.70246,-2505.70246,-2505.70246,0.46358,0.46358,0.46358,1.0,1.0,1.0,0.0,1.0
chr05_g36842.t1.Gain.Vert.Bar,-3891.358529,-3891.358526,-3891.358844,0.11967,0.11966,0.11967,1.0,1.0,1.0,6.000000212225132e-06,0.9980455918722322
chr05_g36843.t1.Gain.Vert.Bar,-3713.721128,-3713.392085,-3714.639348,0.30347,0.30355,0.30326,1.0,2.63648,1.0,0.6580860000003668,0.4172364715257628
chr05_g36844.t1.Gain.Vert.Bar,-4195.05707,-4195.056962,-4195.056962,0.21111,0.21112,0.21112,1.0,1.0,1.0,0.00021600000036414713,0.9882739618433393
chr05_g36845.t1.Gain.Vert.Bar,-8174.64552,-8174.6456,-8174.645494,0.18804,0.188,0.18801,1.0,1.0,1.0,-0.00015999999959603883,1.0
chr05_g36846.t1.Gain.Vert.Bar,-1845.165649,-1845.165649,-1845.165649,0.32617,0.32617,0.32617,1.0,1.0,1.0,0.0,1.0
chr05_g36847.t1.Gain.Vert.Bar,-8373.916562,-8373.840458,-8375.191252,0.26254,0.26254,0.26241,1.0,1.59787,1.0,0.1522079999995185,0.6964341817329078
chr05_g36850.t1.Gain.Vert.Bar,-638.808798,-638.808798,-638.808802,0.18979,0.18979,0.18979,1.0,1.0,1.0,0.0,1.0
chr05_g36858.t1.Gain.Vert.Bar,-4174.115093,-4174.115091,-4174.660502,0.1478,0.14779,0.14772,1.0,1.0,1.0,4.0000013541430235e-06,0.9984042316721278
chr05_g36859.t1.Gain.Vert.Bar,-3371.459045,-3369.639642,-3370.519087,0.22911,0.22914,0.22903,1.0,1.42228,1.0,3.6388059999999314,0.05644740239138074
chr05_g36956.t1.Gain.Vert.Bar,-1674.878738,-1673.019103,-1675.504546,0.59208,0.60528,0.5908,1.0,19.01124,1.0,3.7192700000000514,0.05378788214766224
chr05_g36999.t1.Gain.Vert.Bar,-1468.231678,-1468.231678,-1468.232113,0.24426,0.24426,0.2443,1.0,1.0,1.0,0.0,1.0
chr05_g37009.t1.Gain.Vert.Bar,-1914.215192,-1914.169719,-1926.87677,3.82576,3.82903,3.81544,1.0,1.31648,1.0,0.09094599999980346,0.7629779398782338
chr05_g37012.t1.Gain.Vert.Bar,-5731.8494,-5731.8494,-5731.933469,0.58491,0.58491,0.58496,1.0,1.0,1.0,0.0,1.0
chr05_g37014.t1.Gain.Vert.Bar,-2317.295162,-2317.295162,-2317.295162,0.65269,0.65269,0.65269,1.0,1.0,1.0,0.0,1.0
chr05_g37016.t1.Gain.Vert.Bar,-3107.362651,-3107.362651,-3107.362651,0.94118,0.94118,0.94118,1.0,1.0,1.0,0.0,1.0
chr05_g37159.t1.Gain.Vert.Bar,-306.264905,-306.264905,-306.264905,0.09336,0.09336,0.09336,1.0,1.0,1.0,0.0,1.0
