gene,logL_H0_run1,logL_H0_run2,logL_H0_run3,best_logL_H0,best_run_H0,logL_H1_run1,logL_H1_run2,logL_H1_run3,best_logL_H1,best_run_H1,foreground_w_H1_run1,foreground_w_H1_run2,foreground_w_H1_run3,best_foreground_w_H1,LRT,p_value
chr05_g39844.t1.Gain.Vert.Bar,-3037.004201,-3037.004201,-3037.004201,-3037.004201,1,-3037.004201,-3037.004201,-3037.004201,-3037.004201,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g39845.t1.Gain.Vert.Bar,-4740.535722,-4740.535722,-4740.535722,-4740.535722,1,-4736.639685,-4736.639685,-4736.639685,-4736.639685,1,34.33588,34.33333,34.33344,34.33588,7.792073999999047,0.005247592310302903
chr05_g39846.t1.Gain.Vert.Bar,-1133.142773,-1133.142773,-1133.142773,-1133.142773,1,-1129.38737,-1129.38737,-1129.38737,-1129.38737,1,52.4456,52.4463,52.44586,52.4456,7.51080600000023,0.006132992114937125
chr05_g39847.t1.Gain.Vert.Bar,-1390.66446,-1390.66446,-1390.66446,-1390.66446,1,-1390.66446,-1390.66446,-1390.66454,-1390.66446,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g39849.t1.Gain.Vert.Bar,-4041.503283,-4041.503284,-4041.503279,-4041.503279,3,-4041.503276,-4041.503279,-4041.503279,-4041.503276,1,1.0,1.0,1.0,1.0,6.000000212225132e-06,0.9980455918722322
chr05_g39850.t1.Gain.Vert.Bar,-2745.437599,-2745.437369,-2745.437369,-2745.437369,2,-2745.437369,-2745.437369,-2745.437369,-2745.437369,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g39934.t1.Gain.Vert.Bar,-2500.767114,-2500.767114,-2500.767114,-2500.767114,1,-2495.284713,-2495.284713,-2495.284713,-2495.284713,1,62.15796,62.15614,62.15357,62.15796,10.964802000000418,0.0009285886835782987
chr05_g39935.t1.Gain.Vert.Bar,-3163.084498,-3163.084498,-3163.074473,-3163.074473,3,-3163.085499,-3163.084498,-3163.084498,-3163.084498,2,1.0,1.0,1.0,1.0,-0.020050000000082946,1.0
chr05_g39953.t1.Gain.Vert.Bar,-3622.122519,-3622.122519,-3622.122519,-3622.122519,1,-3622.122944,-3622.122519,-3622.122519,-3622.122519,2,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g39954.t1.Gain.Vert.Bar,-2307.474516,-2307.474516,-2307.474516,-2307.474516,1,-2307.474516,-2307.474516,-2307.474516,-2307.474516,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g39962.t1.Gain.Vert.Bar,-2191.094873,-2191.094873,-2191.094873,-2191.094873,1,-2191.094873,-2191.094873,-2191.316263,-2191.094873,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g40180.t1.Gain.Vert.Bar,-2502.598507,-2502.598507,-2502.598507,-2502.598507,1,-2502.598507,-2502.598507,-2502.598507,-2502.598507,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g40181.t1.Gain.Vert.Bar,-5257.353988,-5257.353988,-5257.353988,-5257.353988,1,-5257.353986,-5257.353988,-5257.353999,-5257.353986,1,1.0,1.0,1.0,1.0,3.99999953515362e-06,0.998404232034963
chr05_g40335.t1.Gain.Vert.Bar,-1478.855578,-1480.469416,-1478.85515,-1478.85515,3,-1478.068954,-1478.068954,-1478.068954,-1478.068954,1,10.95904,10.95931,10.95935,10.95904,1.5723920000000362,0.20985997711566107
chr05_g40340.t1.Gain.Vert.Bar,-1670.440418,-1670.440418,-1670.440418,-1670.440418,1,-1670.440418,-1670.440418,-1670.440418,-1670.440418,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g40342.t1.Gain.Vert.Bar,-3721.057944,-3721.057943,-3721.057944,-3721.057943,2,-3721.057943,-3721.057943,-3721.057944,-3721.057943,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g40501.t1.Gain.Vert.Bar,-2178.813916,-2179.002288,-2178.813916,-2178.813916,1,-2178.813916,-2178.813916,-2178.813916,-2178.813916,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g40504.t1.Gain.Vert.Bar,-2306.307587,-2306.307587,-2306.307587,-2306.307587,1,-2306.307587,-2306.307587,-2306.307664,-2306.307587,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g40684.t1.Gain.Vert.Bar,-954.73011,-954.730116,-954.730111,-954.73011,1,-954.730264,-954.730295,-954.730116,-954.730116,3,1.0,1.0,1.0,1.0,-1.1999999969702912e-05,1.0
chr05_g40688.t1.Gain.Vert.Bar,-12790.862997,-12790.862989,-12790.862997,-12790.862989,2,-12790.862992,-12790.862994,-12790.862991,-12790.862991,3,1.0,1.0,1.0,1.0,-4.0000013541430235e-06,1.0
chr05_g4093.t1.Gain.Vert.Bar,-2089.878882,-2090.319688,-2090.340809,-2089.878882,1,-2089.878824,-2090.340809,-2090.319683,-2089.878824,1,1.0,1.0,1.0,1.0,0.0001160000001618755,0.9914066864177382
chr05_g4094.t1.Gain.Vert.Bar,-2471.90563,-2471.90563,-2471.905966,-2471.90563,1,-2471.90563,-2471.90603,-2471.90563,-2471.90563,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g4102.t1.Gain.Vert.Bar,-1198.885089,-1198.885089,-1198.885089,-1198.885089,1,-1198.885089,-1198.885089,-1198.885089,-1198.885089,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g41240.t1.Gain.Vert.Bar,-2677.015563,-2677.015563,-2677.015563,-2677.015563,1,-2677.015563,-2677.015563,-2677.015563,-2677.015563,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g41244.t1.Gain.Vert.Bar,-614.460111,-614.460111,-614.460111,-614.460111,1,-614.460116,-614.460111,-614.460111,-614.460111,2,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g4131.t1.Gain.Vert.Bar,-704.91015,-704.910049,-704.910186,-704.910049,2,-704.910167,-704.910049,-704.91018,-704.910049,2,1.04338,1.04959,1.06546,1.04959,0.0,1.0
chr05_g4132.t1.Gain.Vert.Bar,-2871.319659,-2871.319659,-2871.319659,-2871.319659,1,-2871.319659,-2871.319659,-2871.319659,-2871.319659,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g4134.t1.Gain.Vert.Bar,-1647.373964,-1647.373973,-1647.373976,-1647.373964,1,-1646.061936,-1646.061939,-1646.061948,-1646.061936,1,18.05693,18.05722,18.0569,18.05693,2.624055999999655,0.10525508683352333
chr05_g4135.t1.Gain.Vert.Bar,-4195.705428,-4195.705428,-4195.705428,-4195.705428,1,-4195.705428,-4195.705428,-4195.707933,-4195.705428,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g4137.t1.Gain.Vert.Bar,-2928.155127,-2928.155127,-2928.155127,-2928.155127,1,-2928.155127,-2928.155127,-2928.155127,-2928.155127,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g4139.t1.Gain.Vert.Bar,-1631.653743,-1631.653745,-1631.653743,-1631.653743,1,-1631.654039,-1631.653743,-1631.653743,-1631.653743,2,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g41438.t1.Gain.Vert.Bar,-2040.622053,-2040.622053,-2040.622053,-2040.622053,1,-2040.575556,-2040.575556,-2040.575556,-2040.575556,1,1.40334,1.40334,1.40334,1.40334,0.09299400000008973,0.7604048612659108
chr05_g41500.t1.Gain.Vert.Bar,-5206.685669,-5206.685669,-5206.685669,-5206.685669,1,-5206.629803,-5206.629803,-5206.629803,-5206.629803,1,1.48684,1.48686,1.48685,1.48684,0.11173200000121142,0.7381808293731117
chr05_g41501.t1.Gain.Vert.Bar,-6009.71196,-6009.711957,-6009.711959,-6009.711957,2,-6009.71196,-6009.71196,-6009.71196,-6009.71196,1,1.0,1.0,1.0,1.0,-5.999998393235728e-06,1.0
chr05_g41570.t1.Gain.Vert.Bar,-4840.641771,-4840.641771,-4840.641771,-4840.641771,1,-4840.451814,-4840.451814,-4840.451814,-4840.451814,1,1.49904,1.49904,1.49904,1.49904,0.3799139999991894,0.5376492656820087
chr05_g4158.t1.Gain.Vert.Bar,-4691.659096,-4691.659095,-4691.659096,-4691.659095,2,-4691.659095,-4691.659096,-4691.659096,-4691.659095,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g4166.t1.Gain.Vert.Bar,-1243.569107,-1243.569105,-1243.569107,-1243.569105,2,-1243.569106,-1243.569098,-1243.569342,-1243.569098,2,1.0,1.0,1.0,1.0,1.4000000192027073e-05,0.9970145962847485
chr05_g4168.t1.Gain.Vert.Bar,-1284.644914,-1284.644914,-1284.644914,-1284.644914,1,-1284.490027,-1284.490027,-1284.490027,-1284.490027,1,2.0251,2.02511,2.02513,2.0251,0.3097739999998339,0.5778189010761867
chr05_g42012.t1.Gain.Vert.Bar,-4065.283652,-4065.283653,-4065.283653,-4065.283652,1,-4063.718813,-4063.718813,-4063.718813,-4063.718813,1,12.77222,12.77198,12.77207,12.77222,3.12967800000024,0.0768789238017993
chr05_g42126.t1.Gain.Vert.Bar,-2343.658616,-2343.658616,-2343.65885,-2343.658616,1,-2341.132138,-2341.132138,-2341.132138,-2341.132138,1,15.22922,15.22965,15.229,15.22922,5.052956000000449,0.024583963320573343
chr05_g42635.t1.Gain.Vert.Bar,-560.783505,-559.816157,-559.816157,-559.816157,2,-559.816152,-559.81618,-559.816152,-559.816152,1,1.00387,1.00386,1.00386,1.00387,9.999999974752427e-06,0.9974768716863796
chr05_g42691.t1.Gain.Vert.Bar,-1562.661103,-1562.661103,-1562.661103,-1562.661103,1,-1562.661103,-1562.661103,-1562.661103,-1562.661103,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g42817.t1.Gain.Vert.Bar,-5959.787441,-5959.787441,-5959.787441,-5959.787441,1,-5958.65581,-5958.65581,-5958.65581,-5958.65581,1,1.97177,1.97178,1.97178,1.97177,2.2632620000003953,0.13247475754003996
chr05_g42860.t1.Gain.Vert.Bar,-2010.348243,-2010.348243,-2010.348243,-2010.348243,1,-2010.024326,-2010.024326,-2010.024326,-2010.024326,1,3.24028,3.24027,3.24028,3.24028,0.6478339999998752,0.4208881471270548
chr05_g42860.t3.Gain.Vert.Bar,-834.080016,-835.247217,-834.080128,-834.080016,1,-834.080016,-834.080016,-834.080016,-834.080016,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g42926.t1.Gain.Vert.Bar,-3518.196421,-3518.196421,-3518.196421,-3518.196421,1,-3518.196421,-3518.196824,-3518.196421,-3518.196421,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g43037.t1.Gain.Vert.Bar,-3591.715665,-3591.715665,-3591.715665,-3591.715665,1,-3591.715665,-3591.715665,-3591.715665,-3591.715665,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g43230.t1.Gain.Vert.Bar,-1092.603639,-1092.603639,-1092.603639,-1092.603639,1,-1092.603821,-1092.675783,-1092.603639,-1092.603639,3,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g43259.t1.Gain.Vert.Bar,-6577.958116,-6577.958325,-6577.958185,-6577.958116,1,-6577.958199,-6577.958185,-6577.958185,-6577.958185,2,1.0,1.0,1.0,1.0,-0.00013800000124319922,1.0
chr05_g43567.t1.Gain.Vert.Bar,-602.689141,-602.689139,-602.689139,-602.689139,2,-602.689139,-602.689139,-602.652215,-602.652215,3,1.0,1.0,1.0,1.0,0.07384799999999814,0.7858143414211327
chr05_g43756.t1.Gain.Vert.Bar,-5395.136078,-5395.136078,-5395.136078,-5395.136078,1,-5395.10038,-5395.10038,-5395.10038,-5395.10038,1,1.1504,1.1504,1.1504,1.1504,0.07139600000118662,0.7893149456382571
chr05_g44296.t1.Gain.Vert.Bar,-14569.197575,-14569.197565,-14569.197571,-14569.197565,2,-14569.197565,-14569.197571,-14569.197569,-14569.197565,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g44328.t1.Gain.Vert.Bar,-845.766098,-845.766098,-845.766098,-845.766098,1,-845.725305,-845.725189,-845.725189,-845.725189,2,1.82272,1.82274,1.82274,1.82274,0.08181800000011208,0.7748486655826577
chr05_g44582.t1.Gain.Vert.Bar,-8270.479636,-8270.479634,-8270.479634,-8270.479634,2,-8270.121709,-8270.121709,-8270.121709,-8270.121709,1,5.35634,5.35633,5.35634,5.35634,0.7158500000005006,0.3975085675104649
chr05_g45213.t1.Gain.Vert.Bar,-824.330074,-824.330085,-824.330074,-824.330074,1,-824.330074,-824.330143,-824.330074,-824.330074,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g45648.t1.Gain.Vert.Bar,-1288.901996,-1288.901996,-1289.557044,-1288.901996,1,-1288.901996,-1288.901996,-1288.901996,-1288.901996,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g45649.t1.Gain.Vert.Bar,-5468.968015,-5468.968015,-5468.968015,-5468.968015,1,-5468.968015,-5468.968015,-5468.968015,-5468.968015,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g45767.t1.Gain.Vert.Bar,-314.684614,-314.388285,-314.388285,-314.388285,2,-313.579758,-313.583131,-313.57981,-313.579758,1,999.0,296.60928,999.0,999.0,1.6170539999999392,0.20350305498542878
chr05_g46066.t1.Gain.Vert.Bar,-1974.522353,-1974.522353,-1974.522353,-1974.522353,1,-1974.522353,-1974.522382,-1974.527723,-1974.522353,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g4617.t1.Gain.Vert.Bar,-1680.748178,-1680.748178,-1680.748178,-1680.748178,1,-1680.566356,-1680.566356,-1680.566356,-1680.566356,1,4.92994,4.92974,4.92985,4.92994,0.36364400000002206,0.546489383320166
chr05_g4624.t1.Gain.Vert.Bar,-10534.754468,-10534.754483,-10534.758244,-10534.754468,1,-10534.754493,-10534.75447,-10534.754491,-10534.75447,2,1.0,1.0,1.0,1.0,-4.0000013541430235e-06,1.0
chr05_g46679.t1.Gain.Vert.Bar,-4002.404823,-4002.404823,-4002.404823,-4002.404823,1,-3999.960563,-3999.960563,-3999.960563,-3999.960563,1,8.96414,8.96425,8.96423,8.96414,4.888519999999517,0.027035852719130074
chr05_g47543.t1.Gain.Vert.Bar,-1974.211953,-1974.442583,-1974.211953,-1974.211953,1,-1974.211953,-1974.212041,-1974.442583,-1974.211953,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g47603.t1.Gain.Vert.Bar,-4445.020801,-4445.020872,-4445.020806,-4445.020801,1,-4445.02098,-4445.020874,-4445.020948,-4445.020874,2,1.0,1.0,1.0,1.0,-0.00014600000031350646,1.0
chr05_g47604.t1.Gain.Vert.Bar,-11254.218089,-11254.226922,-11254.228121,-11254.218089,1,-11254.218086,-11254.218087,-11254.227715,-11254.218086,1,1.0,1.0,1.0,1.0,5.999998393235728e-06,0.9980455921684855
chr05_g47606.t1.Gain.Vert.Bar,-2248.09702,-2248.09702,-2248.09702,-2248.09702,1,-2248.09702,-2248.09702,-2248.09702,-2248.09702,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g47608.t1.Gain.Vert.Bar,-3172.79744,-3172.79744,-3172.797439,-3172.797439,3,-3172.797961,-3172.797439,-3172.79744,-3172.797439,2,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g47611.t1.Gain.Vert.Bar,-6037.557999,-6037.557998,-6037.557999,-6037.557998,2,-6036.709668,-6036.709666,-6036.709667,-6036.709666,2,9.3602,9.36513,9.35519,9.36513,1.6966640000009647,0.19272483166342827
chr05_g47628.t1.Gain.Vert.Bar,-3622.996824,-3622.997334,-3622.996833,-3622.996824,1,-3622.996834,-3622.997436,-3622.996852,-3622.996834,1,1.0,1.0,1.0,1.0,-2.0000000404252205e-05,1.0
chr05_g47629.t1.Gain.Vert.Bar,-1109.142581,-1108.697021,-1109.142577,-1108.697021,2,-1109.142577,-1108.697021,-1108.697021,-1108.697021,2,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g47631.t1.Gain.Vert.Bar,-3426.261081,-3426.26108,-3426.26108,-3426.26108,2,-3426.261089,-3426.262108,-3427.111082,-3426.261089,1,1.0,1.0,1.0,1.0,-1.7999999727180693e-05,1.0
chr05_g4768.t1.Gain.Vert.Bar,-4487.603458,-4487.603622,-4487.603581,-4487.603458,1,-4487.604951,-4487.603452,-4487.604638,-4487.603452,2,1.0,1.0,1.0,1.0,1.199999860546086e-05,0.9972360524927265
chr05_g4769.t1.Gain.Vert.Bar,-1870.491905,-1870.491905,-1870.491905,-1870.491905,1,-1870.491907,-1870.491905,-1870.491905,-1870.491905,2,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g4770.t1.Gain.Vert.Bar,-5543.517815,-5543.518948,-5543.517815,-5543.517815,1,-5542.032076,-5542.032076,-5542.032076,-5542.032076,1,13.43592,13.43467,13.43384,13.43592,2.971477999999479,0.08474439672436082
chr05_g4771.t1.Gain.Vert.Bar,-3709.49488,-3709.49488,-3709.495077,-3709.49488,1,-3709.494889,-3709.494879,-3709.49488,-3709.494879,2,1.0,1.0,1.0,1.0,2.0000006770715117e-06,0.9988716210180326
chr05_g4772.t1.Gain.Vert.Bar,-3465.558718,-3465.558718,-3465.558718,-3465.558718,1,-3465.553377,-3465.553377,-3465.553377,-3465.553377,1,1.20593,1.20596,1.20572,1.20593,0.01068200000008801,0.9176822085867771
chr05_g4773.t1.Gain.Vert.Bar,-5199.584399,-5199.584415,-5199.584399,-5199.584399,1,-5199.584404,-5199.584423,-5199.584426,-5199.584404,1,1.0,1.0,1.0,1.0,-9.999999747378752e-06,1.0
chr05_g4774.t1.Gain.Vert.Bar,-5379.098822,-5379.09846,-5379.098461,-5379.09846,2,-5379.098463,-5379.098463,-5379.09847,-5379.098463,1,1.0,1.0,1.0,1.0,-6.000000212225132e-06,1.0
chr05_g47868.t1.Gain.Vert.Bar,-1663.198767,-1663.198649,-1663.198878,-1663.198649,2,-1663.198874,-1663.198649,-1663.198649,-1663.198649,2,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g47872.t1.Gain.Vert.Bar,-2527.203545,-2527.203546,-2527.203579,-2527.203545,1,-2526.48022,-2526.480215,-2527.203808,-2526.480215,2,15.85999,15.85751,1.0,15.85751,1.4466599999996106,0.22906464077211997
chr05_g47895.t1.Gain.Vert.Bar,-4908.707429,-4908.707429,-4908.707429,-4908.707429,1,-4908.707435,-4908.707429,-4908.707429,-4908.707429,2,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g48154.t1.Gain.Vert.Bar,-4302.404136,-4302.404136,-4302.404136,-4302.404136,1,-4301.419446,-4301.41987,-4301.419446,-4301.419446,1,21.19768,21.16604,21.18424,21.19768,1.9693800000004558,0.16051368684404962
chr05_g48156.t1.Gain.Vert.Bar,-6037.154546,-6037.154552,-6037.154534,-6037.154534,3,-6032.192898,-6032.192898,-6032.192898,-6032.192898,1,29.18544,29.18492,29.1855,29.18544,9.923271999999997,0.001632019956047464
chr05_g48160.t1.Gain.Vert.Bar,-3801.485163,-3801.485163,-3801.485163,-3801.485163,1,-3801.485163,-3801.485163,-3801.485163,-3801.485163,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g48161.t1.Gain.Vert.Bar,-1071.676314,-1071.676329,-1071.67631,-1071.67631,3,-1071.424509,-1071.423927,-1071.424009,-1071.423927,2,101.70167,127.65436,123.61481,127.65436,0.5047660000000178,0.4774134352981063
chr05_g48162.t1.Gain.Vert.Bar,-3714.924472,-3714.924416,-3714.924416,-3714.924416,2,-3714.924416,-3714.924416,-3714.924416,-3714.924416,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g48163.t1.Gain.Vert.Bar,-4012.376154,-4012.376154,-4012.376154,-4012.376154,1,-4012.126429,-4012.126429,-4012.12643,-4012.126429,1,2.69138,2.69173,2.693,2.69138,0.49945000000025175,0.47974188713476484
chr05_g48173.t1.Gain.Vert.Bar,-3048.918951,-3048.918954,-3048.918945,-3048.918945,3,-3048.848209,-3048.848214,-3048.848204,-3048.848204,3,4.28331,4.28328,4.28347,4.28347,0.14148199999999633,0.706812126298053
chr05_g48178.t1.Gain.Vert.Bar,-1918.38519,-1918.38519,-1918.38519,-1918.38519,1,-1918.38519,-1918.38519,-1918.38519,-1918.38519,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g48217.t1.Gain.Vert.Bar,-2154.379146,-2154.379146,-2154.379146,-2154.379146,1,-2153.900864,-2153.900864,-2153.900864,-2153.900864,1,15.65474,15.65449,15.65455,15.65474,0.9565640000000712,0.32805409642761996
chr05_g48223.t1.Gain.Vert.Bar,-3999.00188,-3999.00188,-3999.00188,-3999.00188,1,-3997.193711,-3997.193711,-3997.193711,-3997.193711,1,4.30347,4.30351,4.30352,4.30347,3.616337999999814,0.05721468132214478
chr05_g48226.t1.Gain.Vert.Bar,-4070.386428,-4070.386428,-4070.386428,-4070.386428,1,-4061.665178,-4061.665178,-4061.665178,-4061.665178,1,46.29054,46.29078,46.29057,46.29054,17.4424999999992,2.961303334012336e-05
chr05_g48229.t1.Gain.Vert.Bar,-3682.902582,-3682.902582,-3682.902582,-3682.902582,1,-3682.889171,-3682.889171,-3682.889171,-3682.889171,1,1.15832,1.15832,1.15829,1.15832,0.026822000000720436,0.8699088753939235
chr05_g48231.t1.Gain.Vert.Bar,-774.35533,-774.35533,-774.35533,-774.35533,1,-774.35533,-774.355377,-774.35533,-774.35533,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g48242.t1.Gain.Vert.Bar,-420.844074,-420.844075,-420.844075,-420.844074,1,-416.107922,-416.107874,-416.107893,-416.107874,2,999.0,999.0,999.0,999.0,9.472399999999993,0.0020858630298614934
chr05_g49319.t1.Gain.Vert.Bar,-7267.404987,-7267.404992,-7267.404997,-7267.404987,1,-7267.404992,-7267.404992,-7267.404992,-7267.404992,1,1.0,1.0,1.0,1.0,-9.999999747378752e-06,1.0
chr05_g4947.t1.Gain.Vert.Bar,-2332.610144,-2332.542643,-2332.542643,-2332.542643,2,-2332.542643,-2332.542643,-2332.542643,-2332.542643,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g4949.t1.Gain.Vert.Bar,-1427.613244,-1427.613244,-1427.613244,-1427.613244,1,-1427.613244,-1427.613244,-1427.613244,-1427.613244,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g4950.t1.Gain.Vert.Bar,-1517.648808,-1517.648808,-1517.648808,-1517.648808,1,-1517.648808,-1517.648808,-1517.648808,-1517.648808,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g4952.t1.Gain.Vert.Bar,-5092.913319,-5092.913319,-5092.913319,-5092.913319,1,-5092.911117,-5093.024065,-5093.024065,-5092.911117,1,1.20475,1.25522,1.25527,1.20475,0.004404000001159147,0.947089113487418
chr05_g4954.t1.Gain.Vert.Bar,-2569.518925,-2569.518925,-2569.518925,-2569.518925,1,-2569.021392,-2569.021392,-2569.021392,-2569.021392,1,2.35295,2.35295,2.35292,2.35295,0.9950659999994969,0.31850734401560477
chr05_g4957.t1.Gain.Vert.Bar,-3378.025166,-3378.025165,-3378.025166,-3378.025165,2,-3378.025166,-3378.025165,-3378.025166,-3378.025165,2,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g49963.t1.Gain.Vert.Bar,-1831.675142,-1831.675142,-1831.675142,-1831.675142,1,-1831.675142,-1831.675142,-1831.675142,-1831.675142,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g49990.t1.Gain.Vert.Bar,-2817.394278,-2817.394275,-2817.394275,-2817.394275,2,-2817.394275,-2817.394275,-2817.394275,-2817.394275,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g49997.t1.Gain.Vert.Bar,-1689.273627,-1689.273627,-1689.273627,-1689.273627,1,-1689.273627,-1689.273627,-1689.273627,-1689.273627,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g49998.t1.Gain.Vert.Bar,-1564.447796,-1564.447796,-1564.394366,-1564.394366,3,-1564.447796,-1564.447796,-1564.394366,-1564.394366,3,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g50004.t1.Gain.Vert.Bar,-2169.818195,-2169.818195,-2168.873443,-2168.873443,3,-2169.818195,-2169.818195,-2168.873443,-2168.873443,3,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g50005.t1.Gain.Vert.Bar,-4016.092469,-4015.639511,-4016.092469,-4015.639511,2,-4015.639511,-4016.092469,-4015.639511,-4015.639511,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g50006.t1.Gain.Vert.Bar,-1532.096254,-1532.096253,-1532.096256,-1532.096253,2,-1532.096252,-1532.096256,-1532.096252,-1532.096252,1,1.0,1.0,1.0,1.0,1.99999976757681e-06,0.998871621274596
chr05_g50007.t1.Gain.Vert.Bar,-1817.208134,-1817.208203,-1817.20819,-1817.208134,1,-1817.200174,-1817.200169,-1817.20023,-1817.200169,2,1.19835,1.19833,1.19835,1.19833,0.015930000000025757,0.8995624474216237
chr05_g5040.t1.Gain.Vert.Bar,-1647.693201,-1647.693201,-1647.693201,-1647.693201,1,-1647.693201,-1647.693201,-1647.693201,-1647.693201,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g5041.t1.Gain.Vert.Bar,-5331.847771,-5331.884886,-5331.847768,-5331.847768,3,-5327.241729,-5327.241729,-5327.241728,-5327.241728,3,25.73372,25.73383,25.73027,25.73027,9.212079999999332,0.0024042337586872345
chr05_g5042.t1.Gain.Vert.Bar,-2372.564608,-2372.564612,-2372.564608,-2372.564608,1,-2372.564608,-2372.564654,-2372.564933,-2372.564608,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g5050.t1.Gain.Vert.Bar,-6983.954464,-6983.955303,-6983.954222,-6983.954222,3,-6983.943398,-6983.943397,-6983.943397,-6983.943397,2,1.59841,1.5982,1.59825,1.5982,0.021650000000590808,0.8830219997349099
chr05_g5052.t1.Gain.Vert.Bar,-2964.005672,-2963.246031,-2964.005672,-2963.246031,2,-2963.967901,-2963.977976,-2963.967901,-2963.967901,1,1.60798,1.59841,1.60705,1.60798,-1.443739999999707,1.0
chr05_g50898.t1.Gain.Vert.Bar,-1420.432997,-1420.432997,-1420.432997,-1420.432997,1,-1420.432997,-1420.432997,-1420.432997,-1420.432997,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g50905.t1.Gain.Vert.Bar,-3279.144942,-3279.144942,-3279.144944,-3279.144942,1,-3279.144942,-3279.144942,-3279.144942,-3279.144942,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g50906.t1.Gain.Vert.Bar,-1163.633378,-1163.633378,-1163.633378,-1163.633378,1,-1160.295816,-1160.295816,-1160.295816,-1160.295816,1,153.91366,153.91701,153.91805,153.91366,6.675123999999869,0.00977677103577506
chr05_g50955.t1.Gain.Vert.Bar,-2449.12745,-2448.875944,-2448.875944,-2448.875944,2,-2448.875944,-2448.875944,-2448.875944,-2448.875944,1,1.0,1.0,1.0,1.0,0.0,1.0
chr05_g50956.t1.Gain.Vert.Bar,-4755.525355,-4755.525355,-4755.525355,-4755.525355,1,-4755.484348,-4755.484348,-4755.484348,-4755.484348,1,1.97527,1.97476,1.97461,1.97527,0.08201399999961723,0.7745864285535351
chr05_g50958.t1.Gain.Vert.Bar,-3783.258054,-3783.258055,-3783.258054,-3783.258054,1,-3782.941975,-3782.941974,-3782.941975,-3782.941974,2,4.39786,4.39611,4.39718,4.39611,0.6321600000001126,0.42656411700189567
chr05_g50961.t1.Gain.Vert.Bar,-2200.337495,-2199.443283,-2200.344427,-2199.443283,2,-2199.443141,-2199.436201,-2199.443175,-2199.436201,2,1.0,1.0,1.0,1.0,0.014164000000164378,0.9052653699089697
