"Chr_Gene","foregroundomega","Adjusted_P_Value"
"chr01_g36557.t1",2.26909,1
"chr01_g37020.t1",1,1
"chr01_g37023.t1",16.23643,1
"chr01_g37234.t1",1,1
"chr01_g37514.t1",1.92384,1
"chr01_g37519.t1",1,1
"chr01_g37615.t1",1.10498,1
"chr01_g37616.t1",1,1
"chr01_g37617.t1",1.99377,1
"chr01_g37618.t1",2.924,1
"chr01_g37814.t1",1,1
"chr01_g37816.t1",1,1
"chr01_g37839.t1",10.69715,1
"chr01_g37842.t1",2.79535,1
"chr01_g38119.t1",1.96221,1
"chr01_g38772.t1",1.14978,1
"chr01_g38817.t1",1,1
"chr01_g38818.t1",1,1
"chr01_g39361.t1",7.51911,1
"chr01_g39427.t1",1,1
"chr01_g39670.t1",1,1
"chr01_g39674.t1",1,1
"chr01_g4002.t1",999,1
"chr01_g4004.t1",2.00462,1
"chr01_g4013.t1",1,1
"chr01_g40139.t1",1,1
"chr01_g40141.t1",1,1
"chr01_g4015.t1",1,1
"chr01_g4016.t1",1,1
"chr01_g4017.t1",1,1
"chr01_g4019.t1",1,1
"chr01_g4020.t1",1,1
"chr01_g4021.t1",6.65049,1
"chr01_g4022.t1",1,1
"chr01_g4023.t1",1,1
"chr01_g4024.t1",1,1
"chr01_g40247.t1",4.86905,1
"chr01_g40248.t1",1,1
"chr01_g40325.t1",1,1
"chr01_g40882.t1",24.6246,1
"chr01_g40945.t1",3.21905,1
"chr01_g40947.t1",1,1
"chr01_g40948.t1",1,1
"chr01_g40950.t1",1,1
"chr01_g41014.t1",1,1
"chr01_g41041.t1",1,1
"chr01_g41092.t1",1,1
"chr01_g41525.t1",1,1
"chr01_g41529.t1",1,1
"chr01_g41812.t1",1,1
"chr01_g41828.t1",1,1
"chr01_g4204.t1",2.56953,1
"chr01_g4211.t1",1,1
"chr01_g42190.t1",1,1
"chr01_g42230.t1",1,1
"chr01_g42298.t1",1.43951,1
"chr01_g42364.t1",1,1
"chr01_g42651.t1",1,1
"chr01_g42998.t1",1,1
"chr01_g43451.t1",1,1
"chr01_g43520.t1",1.12061,1
"chr01_g43559.t1",1,1
"chr01_g44065.t1",1,1
"chr01_g44379.t1",3.16412,1
"chr01_g44383.t1",1,1
"chr01_g44397.t1",5.52917,1
"chr01_g44408.t1",2.07239,1
"chr01_g44636.t1",1,1
"chr01_g45199.t1",1,1
"chr01_g45245.t1",1,1
"chr01_g45749.t1",1.18776,1
"chr01_g45814.t1",1,1
"chr01_g45854.t1",1,1
"chr01_g45855.t1",1,1
"chr01_g45858.t1",1,1
"chr01_g45860.t1",1,1
"chr01_g45861.t1",1,1
"chr01_g45863.t1",1,1
"chr01_g45865.t1",1,1
"chr01_g45866.t1",9.43867,1
"chr01_g45867.t1",1,1
"chr01_g45869.t1",1.22504,1
"chr01_g45872.t1",1,1
"chr01_g46081.t1",1.13655,1
"chr01_g46082.t1",1,1
"chr01_g46084.t1",1,1
"chr01_g46087.t1",1,1
"chr01_g46088.t1",1.6172,1
"chr01_g46093.t1",1,1
"chr01_g46111.t1",1,1
"chr01_g46191.t1",17.61385,1
"chr01_g46205.t1",1,1
"chr01_g48064.t1",1,1
"chr01_g48066.t1",1,1
"chr01_g48076.t1",1,1
"chr01_g48077.t1",344.3205,1
"chr01_g48078.t1",17.78153,1
"chr01_g48079.t1",1.24887,1
"chr01_g48080.t1",1,1
"chr01_g48081.t1",1,1
"chr01_g48102.t1",1,1
"chr01_g48254.t1",1.63003,1
"chr01_g48255.t1",1,1
"chr01_g48256.t1",1,1
"chr01_g49663.t1",1,1
"chr01_g49665.t1",1,1
"chr01_g49668.t1",1.823,1
"chr01_g49672.t1",1,1
"chr01_g49677.t1",1,1
"chr01_g49879.t1",1,1
"chr01_g49901.t1",10.88251,1
"chr01_g49902.t1",1,1
"chr01_g49903.t1",1,1
"chr01_g49907.t1",1,1
"chr01_g49909.t1",1,1
"chr01_g50130.t1",1,1
"chr01_g50165.t1",2.03116,1
"chr01_g5162.t1",1,1
"chr01_g5164.t1",1,1
"chr01_g51848.t2",1,1
"chr01_g51849.t1",1,1
"chr01_g51852.t1",1,1
"chr01_g51856.t1",1,1
"chr01_g51859.t1",20.49419,1
"chr01_g51860.t1",6.50246,1
"chr01_g51866.t1",4.09987,1
"chr01_g52002.t1",1,1
"chr01_g52111.t1",1,1
"chr01_g52649.t1",1,1
"chr01_g52659.t1",4.1828,1
"chr01_g53270.t1",1,1
"chr01_g53279.t1",2.64268,1
"chr01_g53480.t1",1,1
"chr01_g53481.t1",1,1
"chr01_g53845.t1",1,1
"chr01_g53846.t1",1,1
"chr01_g53847.t1",2.35465,1
"chr01_g53851.t1",28.9577,1
"chr01_g53854.t1",4.63337,1
"chr01_g54479.t1",1,1
"chr01_g54480.t1",1.30556,1
"chr01_g54481.t1",2.4745,1
"chr01_g54482.t1",1,1
"chr01_g54483.t1",1,1
"chr01_g54484.t1",1,1
"chr01_g54485.t1",2.02337,1
"chr01_g54488.t1",1,1
"chr01_g54775.t1",1,1
"chr01_g55124.t1",1,1
"chr01_g55125.t1",1,1
"chr01_g55128.t1",1,1
"chr01_g55129.t1",1,1
"chr01_g55135.t1",1,1
"chr01_g56642.t1",1,1
"chr01_g56646.t1",3.22453,1
"chr01_g56647.t1",1,1
"chr01_g56648.t1",1,1
"chr01_g5669.t1",7.0122,1
"chr01_g5670.t1",1,1
"chr01_g56767.t1",1,1
"chr01_g5678.t1",1,1
"chr01_g57144.t1",1,1
"chr01_g57145.t1",1,1
"chr01_g57156.t1",1,1
"chr01_g57158.t1",1,1
"chr01_g57159.t1",1,1
"chr01_g57160.t1",1,1
"chr01_g57161.t1",1,1
"chr01_g57243.t1",1,1
"chr01_g57246.t1",1,1
"chr01_g57260.t1",1,1
"chr01_g58253.t1",3.57865,1
"chr01_g58254.t1",5.47228,1
"chr01_g58258.t1",34.5083,1
"chr01_g58260.t1",1,1
"chr01_g58261.t1",4.48144,1
"chr01_g58262.t1",1,1
"chr01_g58268.t1",1,1
"chr01_g58269.t1",3.12347,1
"chr01_g58270.t1",1,1
"chr01_g58340.t1",1,1
"chr01_g58344.t1",1,1
"chr01_g58345.t1",1.1887,1
"chr01_g58346.t1",1,1
"chr01_g58348.t1",1,1
"chr01_g58351.t1",1,1
"chr01_g58353.t1",6.32595,1
"chr01_g58355.t1",1,1
"chr01_g58356.t1",7.96213,1
"chr01_g58691.t1",999,1
"chr01_g59513.t1",1,1
"chr01_g59531.t1",1,1
"chr01_g59536.t1",1,1
"chr01_g59629.t1",1,1
"chr01_g59630.t1",1,1
"chr01_g59682.t1",1,1
"chr01_g60104.t1",1.42208,1
"chr01_g60520.t1",1,1
"chr01_g60612.t1",1,1
"chr01_g60743.t1",10.87947,1
"chr01_g60955.t1",4.06523,1
"chr01_g60957.t1",1,1
"chr01_g60959.t1",1,1
"chr01_g60960.t1",1.08827,1
"chr01_g60963.t1",9.13455,1
"chr01_g60967.t1",7.11396,1
"chr01_g61336.t1",7.77174,1
"chr01_g6300.t1",1,1
"chr01_g6302.t1",1,1
"chr01_g6304.t1",1,1
"chr01_g6382.t1",2.58631,1
"chr01_g6383.t1",1,1
"chr01_g6386.t1",1,1
"chr01_g6389.t1",1,1
"chr01_g6393.t1",3.50355,1
"chr01_g6439.t1",1,1
"chr01_g6496.t1",7.6921,1
"chr01_g6497.t1",1,1
"chr01_g6498.t1",1,1
"chr01_g6499.t1",1,1
"chr01_g6565.t1",4.15524,1
"chr01_g6788.t1",1,1
"chr01_g6792.t1",3.26227,1
"chr01_g7084.t1",1,1
"chr01_g7318.t1",1.30984,1
"chr01_g7320.t1",1,1
"chr01_g7321.t1",1,1
"chr01_g7322.t1",1,1
"chr01_g7348.t1",1,1
"chr01_g7350.t1",93.76277,1
"chr01_g7351.t1",1,1
"chr01_g7369.t1",143.87631,1
"chr01_g7373.t1",1,1
"chr01_g7374.t1",1,1
"chr01_g749.t1",1,1
"chr01_g751.t1",1,1
"chr01_g755.t1",1,1
"chr01_g756.t1",1,1
"chr01_g758.t1",1,1
"chr01_g7785.t1",1,1
"chr01_g7916.t1",2.14643,1
"chr01_g8081.t1",1,1
"chr01_g8082.t1",1,1
"chr01_g8123.t1",8.27438,1
"chr01_g8269.t1",3.37846,1
"chr01_g8305.t1",4.60017,1
"chr01_g8378.t1",1,1
"chr01_g8382.t1",1,1
"chr01_g8383.t1",1,1
"chr01_g8384.t1",1,1
"chr01_g8385.t1",1,1
"chr01_g8584.t1",1.89098,1
"chr01_g8651.t1",1,1
"chr01_g8718.t1",1.27715,1
"chr01_g8720.t1",1,1
"chr01_g8771.t1",1,1
"chr01_g8772.t1",1,1
"chr01_g8907.t1",1,1
"chr01_g8908.t1",1,1
"chr01_g8963.t1",1,1
"chr01_g8976.t1",1.28271,1
"chr01_g8979.t1",1,1
"chr01_g9108.t1",2.09795,1
"chr01_g9109.t1",1.81793,1
"chr01_g9132.t1",1,1
"chr01_g9133.t1",4.93044,1
"chr01_g9134.t1",1.87046,1
"chr01_g9179.t1",1,1
"chr01_g9356.t1",1,1
"chr01_g9458.t1",1,1
"chr01_g9648.t1",1,1
"chr01_g9649.t1",1.53595,1
"chr01_g9650.t1",1,1
"chr01_g9651.t1",1,1
"chr01_g9814.t1",1,1
"chr01_g9870.t1",1,1
"chr01_g9882.t1",1,1
"chr02_g10553.t1",1,1
"chr02_g10562.t1",1,1
"chr02_g10856.t1",1.16041,1
"chr02_g11162.t1",5.54101,1
"chr02_g11195.t1",1,1
"chr02_g11307.t1",1.94461,1
"chr02_g11317.t1",1,1
"chr02_g11820.t1",19.60675,1
"chr02_g11950.t1",32.27752,1
"chr02_g11968.t1",1,1
"chr02_g12003.t1",1,1
"chr02_g13743.t1",1,1
"chr02_g13752.t1",1,1
"chr02_g13753.t1",1.56767,1
"chr02_g13754.t1",5.43521,1
"chr02_g13757.t1",1,1
"chr02_g13760.t1",1,1
"chr02_g15414.t1",1,1
"chr02_g15487.t1",1,1
"chr02_g15490.t1",1,1
"chr02_g15491.t1",1,1
"chr02_g15492.t1",1,1
"chr02_g15498.t1",1,1
"chr02_g15499.t1",1,1
"chr02_g16300.t1",1,1
"chr02_g16302.t1",1,1
"chr02_g16303.t1",1,1
"chr02_g16304.t1",4.83831,1
"chr02_g16308.t1",1,1
"chr02_g16326.t1",1,1
"chr02_g16327.t1",1,1
"chr02_g16328.t1",1.81757,1
"chr02_g16344.t1",15.59974,1
"chr02_g1780.t1",8.47541,1
"chr02_g1781.t1",1,1
"chr02_g1784.t1",1,1
"chr02_g1786.t1",1,1
"chr02_g1852.t1",1,1
"chr02_g1853.t1",2.93506,1
"chr02_g18553.t1",1,1
"chr02_g18668.t1",1,1
"chr02_g18669.t1",1.37307,1
"chr02_g18673.t1",10.27751,1
"chr02_g18675.t1",1,1
"chr02_g18676.t1",1,1
"chr02_g18677.t1",1,1
"chr02_g18678.t1",1,1
"chr02_g18680.t1",1,1
"chr02_g18681.t1",1,1
"chr02_g18682.t1",1,1
"chr02_g18683.t1",2.80082,1
"chr02_g18691.t1",1,1
"chr02_g18692.t1",1,1
"chr02_g18694.t1",1.02245,1
"chr02_g1885.t1",1,1
"chr02_g1886.t1",1,1
"chr02_g1889.t1",1,1
"chr02_g1893.t1",1.22413,1
"chr02_g1895.t1",1,1
"chr02_g1896.t1",1,1
"chr02_g1897.t1",1,1
"chr02_g18974.t1",1,1
"chr02_g1898.t1",1,1
"chr02_g19359.t1",3.02481,1
"chr02_g19361.t1",1.62213,1
"chr02_g1941.t1",1,1
"chr02_g1945.t1",1,1
"chr02_g1946.t1",1.04445,1
"chr02_g19485.t1",1,1
"chr02_g19489.t1",1,1
"chr02_g19491.t1",1,1
"chr02_g19744.t1",1,1
"chr02_g19749.t1",1,1
"chr02_g19750.t1",2.20435,1
"chr02_g19751.t1",1.09473,1
"chr02_g19752.t1",1,1
"chr02_g19757.t1",1,1
"chr02_g20531.t1",1,1
"chr02_g20533.t1",2.44287,1
"chr02_g20535.t1",1,1
"chr02_g20541.t1",1,1
"chr02_g20602.t1",1,1
"chr02_g20604.t1",1.05872,1
"chr02_g20607.t1",1,1
"chr02_g20608.t1",1,1
"chr02_g20609.t1",1,1
"chr02_g20612.t1",2.34874,1
"chr02_g20616.t1",1.60919,1
"chr02_g20617.t1",3.27198,1
"chr02_g20618.t1",3.52366,1
"chr02_g20619.t1",1,1
"chr02_g20620.t1",1.2312,1
"chr02_g2101.t1",1.84147,1
"chr02_g2103.t1",4.38392,1
"chr02_g2109.t1",1,1
"chr02_g21118.t1",1,1
"chr02_g21119.t1",1,1
"chr02_g21120.t1",1,1
"chr02_g21121.t1",1,1
"chr02_g21122.t1",1,1
"chr02_g21124.t2",1,1
"chr02_g21125.t1",1,1
"chr02_g21126.t1",1,1
"chr02_g21127.t1",1,1
"chr02_g21128.t1",1,1
"chr02_g21129.t1",1,1
"chr02_g21131.t1",1,1
"chr02_g21133.t1",1,1
"chr02_g21134.t1",1,1
"chr02_g23736.t1",1.18503,1
"chr02_g23738.t1",1,1
"chr02_g23739.t1",1,1
"chr02_g23740.t1",2.47781,1
"chr02_g23839.t1",1,1
"chr02_g23840.t1",1.00073,1
"chr02_g23998.t1",1,1
"chr02_g2437.t1",2.43941,1
"chr02_g2438.t1",1,1
"chr02_g2439.t1",1,1
"chr02_g2466.t1",1,1
"chr02_g2473.t1",1,1
"chr02_g2474.t1",1,1
"chr02_g24864.t1",1,1
"chr02_g24865.t2",1,1
"chr02_g24867.t1",1,1
"chr02_g24868.t1",1,1
"chr02_g25300.t1",1,1
"chr02_g25304.t1",1,1
"chr02_g25317.t1",1,1
"chr02_g25323.t1",1,1
"chr02_g25324.t1",2.62945,1
"chr02_g25325.t1",4.15186,1
"chr02_g25326.t1",1,1
"chr02_g25876.t1",1,1
"chr02_g25879.t1",1,1
"chr02_g25959.t1",1,1
"chr02_g25960.t1",1,1
"chr02_g25963.t1",1,1
"chr02_g26151.t1",1,1
"chr02_g26152.t1",1,1
"chr02_g26154.t1",1,1
"chr02_g26155.t1",1,1
"chr02_g26156.t1",1,1
"chr02_g26157.t1",1,1
"chr02_g26159.t1",5.51729,1
"chr02_g2666.t1",1,1
"chr02_g2667.t1",16.34641,1
"chr02_g2673.t1",1,1
"chr02_g27389.t1",1,1
"chr02_g27602.t1",1,1
"chr02_g27607.t1",1,1
"chr02_g27869.t1",1,1
"chr02_g27871.t1",1,1
"chr02_g27875.t1",1,1
"chr02_g27876.t1",1,1
"chr02_g27878.t1",1,1
"chr02_g27879.t1",2.50439,1
"chr02_g27880.t1",1,1
"chr02_g27882.t1",1,1
"chr02_g27883.t1",1,1
"chr02_g27884.t1",1,1
"chr02_g27893.t1",4.44281,1
"chr02_g28054.t1",1,1
"chr02_g28055.t1",5.58217,1
"chr02_g28060.t1",1,1
"chr02_g28064.t1",1,1
"chr02_g28123.t1",1.22815,1
"chr02_g28137.t1",1,1
"chr02_g28140.t1",1,1
"chr02_g28142.t1",1,1
"chr02_g28143.t1",34.58611,1
"chr02_g28148.t1",2.04818,1
"chr02_g28150.t1",1,1
"chr02_g28154.t1",1,1
"chr02_g28155.t1",1.05126,1
"chr02_g28158.t1",1,1
"chr02_g28723.t1",1.12914,1
"chr02_g28923.t1",13.34373,1
"chr02_g28939.t1",2.13598,1
"chr02_g28940.t1",1,1
"chr02_g28942.t1",1,1
"chr02_g28943.t1",1,1
"chr02_g28947.t1",1,1
"chr02_g28949.t1",1,1
"chr02_g2918.t1",1,1
"chr02_g2921.t1",1,1
"chr02_g2922.t1",1,1
"chr02_g29843.t1",1,1
"chr02_g29954.t1",1,1
"chr02_g29956.t1",1,1
"chr02_g29957.t1",9.30084,1
"chr02_g29958.t1",1,1
"chr02_g30099.t1",2.22012,1
"chr02_g30102.t1",1,1
"chr02_g30191.t1",1.30893,1
"chr02_g30193.t1",1.16949,1
"chr02_g30196.t1",1,1
"chr02_g30198.t1",1,1
"chr02_g30202.t1",1.2857,1
"chr02_g30334.t1",1,1
"chr02_g30337.t1",1,1
"chr02_g30338.t1",1,1
"chr02_g30340.t1",2.90813,1
"chr02_g30341.t1",1,1
"chr02_g30789.t1",2.09651,1
"chr02_g30790.t1",1,1
"chr02_g30796.t1",1,1
"chr02_g30797.t1",8.29454,1
"chr02_g30800.t1",1,1
"chr02_g30802.t1",9.075,1
"chr02_g30803.t1",1,1
"chr02_g30805.t1",10.96323,1
"chr02_g30807.t1",1,1
"chr02_g31087.t1",2.02065,1
"chr02_g31088.t1",4.96794,1
"chr02_g31121.t1",1.02962,1
"chr02_g31140.t2",151.02628,1
"chr02_g31141.t1",1.51133,1
"chr02_g31143.t1",4.72148,1
"chr02_g31144.t1",1,1
"chr02_g31145.t1",1,1
"chr02_g31147.t1",1,1
"chr02_g3169.t1",2.63434,1
"chr02_g31794.t1",13.25339,1
"chr02_g31799.t1",1,1
"chr02_g3200.t1",1.01383,1
"chr02_g32017.t1",1.94054,1
"chr02_g32018.t1",1,1
"chr02_g32024.t1",1.4723,1
"chr02_g3204.t1",1,1
"chr02_g3209.t1",1,1
"chr02_g32100.t1",1,1
"chr02_g32101.t1",5.49241,1
"chr02_g32102.t1",1,1
"chr02_g32103.t1",1,1
"chr02_g32106.t1",1,1
"chr02_g32111.t1",1,1
"chr02_g32114.t1",1.09884,1
"chr02_g32616.t1",999,1
"chr02_g32737.t1",1,1
"chr02_g32740.t1",1,1
"chr02_g32741.t1",1.47297,1
"chr02_g32742.t1",1,1
"chr02_g32744.t1",1,1
"chr02_g32752.t1",1,1
"chr02_g33127.t1",4.82983,1
"chr02_g33201.t1",2.70262,1
"chr02_g33202.t1",1,1
"chr02_g33204.t1",1,1
"chr02_g33205.t1",1,1
"chr02_g33207.t1",147.94894,1
"chr02_g33208.t1",1,1
"chr02_g33209.t1",1,1
"chr02_g33210.t1",1,1
"chr02_g33212.t1",1,1
"chr02_g33214.t1",4.99392,1
"chr02_g33215.t1",1,1
"chr02_g33464.t1",20.95866,1
"chr02_g33592.t1",4.40617,1
"chr02_g33907.t1",1,1
"chr02_g33908.t1",21.86447,1
"chr02_g33909.t1",1.6498,1
"chr02_g33910.t1",1,1
"chr02_g33913.t1",5.29129,1
"chr02_g33914.t1",1,1
"chr02_g33918.t1",1,1
"chr02_g33924.t1",7.48731,1
"chr02_g33925.t1",1,1
"chr02_g33948.t1",1.59066,1
"chr02_g33951.t1",1,1
"chr02_g33953.t1",1,1
"chr02_g33956.t1",3.88547,1
"chr02_g34126.t1",2.01368,1
"chr02_g34127.t1",1,1
"chr02_g34130.t1",1,1
"chr02_g34131.t1",1,1
"chr02_g34132.t1",1,1
"chr02_g34134.t1",1,1
"chr02_g34135.t1",4.06701,1
"chr02_g34136.t1",1,1
"chr02_g34392.t1",18.61927,1
"chr02_g34394.t1",4.32607,1
"chr02_g34705.t1",1,1
"chr02_g34707.t1",1,1
"chr02_g34828.t1",2.20386,1
"chr02_g34829.t1",1,1
"chr02_g34830.t1",1,1
"chr02_g34832.t1",2.47245,1
"chr02_g34833.t1",1,1
"chr02_g34834.t1",1,1
"chr02_g34835.t1",1,1
"chr02_g34845.t1",1,1
"chr02_g34847.t1",24.81264,1
"chr02_g34849.t1",1.81215,1
"chr02_g34850.t1",7.15861,1
"chr02_g34851.t1",2.75323,1
"chr02_g34980.t1",999,1
"chr02_g35094.t1",1,1
"chr02_g35096.t1",1,1
"chr02_g35280.t1",1.72927,1
"chr02_g35436.t1",1,1
"chr02_g35975.t1",1,1
"chr02_g36065.t1",7.57148,1
"chr02_g36068.t1",1,1
"chr02_g36114.t1",1,1
"chr02_g36163.t1",1,1
"chr02_g36168.t1",12.11138,1
"chr02_g36169.t1",1.11675,1
"chr02_g36256.t1",1,1
"chr02_g36528.t1",1.8138,1
"chr02_g3665.t1",1.49516,1
"chr02_g3666.t1",1.02037,1
"chr02_g3668.t1",1,1
"chr02_g3670.t1",1,1
"chr02_g36860.t1",1,1
"chr02_g36864.t1",1.97265,1
"chr02_g37465.t1",1.46921,1
"chr02_g37853.t1",2.94965,1
"chr02_g37855.t1",1,1
"chr02_g38068.t1",1,1
"chr02_g38329.t1",1,1
"chr02_g38388.t1",27.66595,1
"chr02_g38390.t1",4.29965,1
"chr02_g38600.t1",5.3824,1
"chr02_g38601.t1",1,1
"chr02_g38642.t1",2.24907,1
"chr02_g38644.t1",1,1
"chr02_g38645.t1",1,1
"chr02_g38647.t1",1,1
"chr02_g38648.t1",2.18191,1
"chr02_g38743.t1",1,1
"chr02_g38744.t1",1,1
"chr02_g38800.t1",2.385,1
"chr02_g38801.t1",2.01235,1
"chr02_g38813.t1",4.84135,1
"chr02_g38815.t1",19.22975,1
"chr02_g39321.t1",1.89761,1
"chr02_g39323.t1",1.60425,1
"chr02_g39657.t1",50.3301,1
"chr02_g39659.t1",1,1
"chr02_g3968.t1",1,1
"chr02_g39731.t1",1,1
"chr02_g39732.t1",1,1
"chr02_g3974.t1",530.073,1
"chr02_g3977.t1",1,1
"chr02_g3978.t1",1,1
"chr02_g39793.t1",1,1
"chr02_g39996.t1",1,1
"chr02_g40338.t1",1,1
"chr02_g40467.t1",1,1
"chr02_g40673.t1",1,1
"chr02_g40723.t1",1,1
"chr02_g40724.t1",1.93167,1
"chr02_g40725.t1",4.02041,1
"chr02_g40783.t1",1,1
"chr02_g40858.t1",1.2015,1
"chr02_g40860.t1",1,1
"chr02_g40876.t1",1,1
"chr02_g40914.t1",1,1
"chr02_g41048.t1",1.40461,1
"chr02_g41089.t1",1,1
"chr02_g41319.t1",1,1
"chr02_g41551.t1",1,1
"chr02_g41552.t1",1,1
"chr02_g4162.t1",2.56382,1
"chr02_g41757.t1",2.42355,1
"chr02_g41807.t1",1,1
"chr02_g42064.t1",10.44668,1
"chr02_g42151.t1",2.64671,1
"chr02_g4218.t1",1,1
"chr02_g4221.t1",1,1
"chr02_g4222.t1",1,1
"chr02_g4225.t1",1.43519,1
"chr02_g42418.t1",1,1
"chr02_g42501.t1",1,1
"chr02_g42502.t1",1,1
"chr02_g42524.t1",1,1
"chr02_g42699.t1",2.54289,1
"chr02_g42822.t1",1,1
"chr02_g42823.t1",1.54598,1
"chr02_g43176.t1",1,1
"chr02_g43178.t1",1.016,1
"chr02_g43894.t1",16.56335,1
"chr02_g44015.t1",7.47406,1
"chr02_g44342.t1",1,1
"chr02_g4435.t1",1,1
"chr02_g4438.t1",1,1
"chr02_g44449.t1",1.66612,1
"chr02_g4536.t1",2.24007,1
"chr02_g4558.t1",6.15183,1
"chr02_g45991.t1",1,1
"chr02_g460.t1",1.69641,1
"chr02_g46014.t1",2.54293,1
"chr02_g46378.t1",1,1
"chr02_g46416.t1",1,1
"chr02_g46432.t1",1,1
"chr02_g46436.t1",1,1
"chr02_g46437.t1",1,1
"chr02_g46438.t1",1,1
"chr02_g46439.t1",1,1
"chr02_g46441.t1",1,1
"chr02_g46446.t1",1,1
"chr02_g46451.t1",1,1
"chr02_g46823.t1",1,1
"chr02_g46825.t1",1,1
"chr02_g46829.t1",2.84838,1
"chr02_g46840.t1",999,1
"chr02_g46842.t1",1,1
"chr02_g46844.t1",2.46202,1
"chr02_g46846.t1",1,1
"chr02_g47316.t1",2.84435,1
"chr02_g47317.t1",6.33141,1
"chr02_g47321.t1",1,1
"chr02_g47325.t1",1,1
"chr02_g47326.t1",1,1
"chr02_g47339.t1",1,1
"chr02_g474.t1",1.57774,1
"chr02_g477.t1",1,1
"chr02_g47736.t1",1,1
"chr02_g47741.t1",1.05339,1
"chr02_g47743.t1",1,1
"chr02_g47744.t1",1,1
"chr02_g47745.t1",1,1
"chr02_g47755.t1",1,1
"chr02_g47757.t1",1,1
"chr02_g47758.t1",1,1
"chr02_g47764.t1",1,1
"chr02_g48337.t1",1,1
"chr02_g48338.t1",1,1
"chr02_g48339.t1",2.22287,1
"chr02_g48340.t1",1,1
"chr02_g48342.t1",2.5827,1
"chr02_g48351.t1",1,1
"chr02_g48353.t1",1,1
"chr02_g48357.t1",1,1
"chr02_g48358.t1",1,1
"chr02_g48363.t1",2.89831,1
"chr02_g48365.t1",1,1
"chr02_g48371.t1",1.99349,1
"chr02_g49400.t1",1,1
"chr02_g49403.t1",1.04336,1
"chr02_g49405.t1",1,1
"chr02_g49406.t1",1,1
"chr02_g49407.t1",1,1
"chr02_g49408.t1",1,1
"chr02_g49410.t1",1.56423,1
"chr02_g49411.t1",5.05165,1
"chr02_g49412.t1",1,1
"chr02_g49413.t1",1,1
"chr02_g49414.t1",1,1
"chr02_g49425.t1",1.33,1
"chr02_g49426.t1",1,1
"chr02_g49430.t1",17.07848,1
"chr02_g49598.t1",1,1
"chr02_g49604.t1",1,1
"chr02_g49910.t1",1,1
"chr02_g49913.t1",1,1
"chr02_g49914.t1",1,1
"chr02_g4992.t1",1,1
"chr02_g49927.t1",1.37082,1
"chr02_g49929.t1",1,1
"chr02_g49931.t1",1,1
"chr02_g49932.t1",1,1
"chr02_g49934.t1",1,1
"chr02_g49937.t1",1,1
"chr02_g49939.t1",1.18983,1
"chr02_g49973.t1",1,1
"chr02_g49974.t1",17.39106,1
"chr02_g49976.t1",1,1
"chr02_g49982.t1",1,1
"chr02_g49984.t1",1,1
"chr02_g5021.t1",1,1
"chr02_g5027.t1",1,1
"chr02_g50446.t1",1,1
"chr02_g50447.t1",144.97073,1
"chr02_g50463.t1",1.49954,1
"chr02_g50468.t1",1.01981,1
"chr02_g50471.t1",1,1
"chr02_g50474.t1",2.46715,1
"chr02_g50476.t1",1.55967,1
"chr02_g50845.t1",1,1
"chr02_g50846.t1",9.09588,1
"chr02_g50848.t1",1.13903,1
"chr02_g50850.t1",1,1
"chr02_g50851.t1",1,1
"chr02_g50855.t1",1,1
"chr02_g50860.t1",1,1
"chr02_g50861.t1",1,1
"chr02_g50863.t1",11.29109,1
"chr02_g50866.t1",1,1
"chr02_g50867.t1",1,1
"chr02_g51512.t1",1.54451,1
"chr02_g51518.t1",1,1
"chr02_g51519.t1",1,1
"chr02_g51520.t1",1,1
"chr02_g51521.t1",1,1
"chr02_g51522.t1",1,1
"chr02_g51525.t1",1,1
"chr02_g51526.t1",1,1
"chr02_g52029.t1",1,1
"chr02_g52031.t1",1,1
"chr02_g52032.t1",1,1
"chr02_g52036.t1",1,1
"chr02_g52040.t1",1,1
"chr02_g52042.t1",1,1
"chr02_g52043.t1",4.32103,1
"chr02_g52046.t1",2.96108,1
"chr02_g52047.t1",1,1
"chr02_g52048.t1",1,1
"chr02_g52050.t1",1,1
"chr02_g52053.t1",1,1
"chr02_g52054.t1",1,1
"chr02_g52056.t1",1,1
"chr02_g52058.t1",1,1
"chr02_g52059.t1",1.73701,1
"chr02_g52061.t1",2.11322,1
"chr02_g52063.t1",1,1
"chr02_g52519.t1",1,1
"chr02_g52764.t1",1,1
"chr02_g52767.t1",1,1
"chr02_g52769.t1",1.05151,1
"chr02_g52774.t1",1,1
"chr02_g53390.t1",5.0477,1
"chr02_g53393.t1",1,1
"chr02_g53394.t1",1,1
"chr02_g53396.t1",6.16938,1
"chr02_g53397.t1",1,1
"chr02_g53399.t1",1,1
"chr02_g53413.t1",1,1
"chr02_g53414.t1",1,1
"chr02_g53473.t1",1,1
"chr02_g53474.t1",1,1
"chr02_g53475.t1",8.49837,1
"chr02_g53477.t1",1,1
"chr02_g53609.t1",6.05907,1
"chr02_g53610.t1",1,1
"chr02_g53615.t1",1,1
"chr02_g53619.t1",2.20775,1
"chr02_g53621.t1",1,1
"chr02_g53623.t1",1,1
"chr02_g54213.t1",1,1
"chr02_g54215.t1",1,1
"chr02_g54216.t1",1,1
"chr02_g54219.t1",41.81116,1
"chr02_g54346.t1",1,1
"chr02_g54350.t1",1,1
"chr02_g54352.t1",1,1
"chr02_g54353.t1",1,1
