gene,logL_H0,logL_H1,logL_M1a,tree_length_H0,tree_length_H1,tree_length_M1a,foreground_w_H0,foreground_w_H1,foreground_w_M1a,LRT_H1,p_value_H1
chr02_g7816.t1.Gain.Vert.Bar,-3992.83878,-3992.83878,-3993.853682,0.15608,0.15608,0.15602,1.0,1.0,1.0,0.0,1.0
chr02_g7817.t1.Gain.Vert.Bar,-5370.707508,-5370.707506,-5370.732251,0.22996,0.22995,0.22995,1.0,1.0,1.0,4.0000013541430235e-06,0.9984042316721278
chr02_g7818.t1.Gain.Vert.Bar,-1118.72826,-1118.728348,-1119.550912,0.18223,0.18221,0.17803,1.0,1.0,1.0,-0.00017600000001039007,1.0
chr02_g7821.t1.Gain.Vert.Bar,-1291.171301,-1291.171215,-1291.426905,0.47897,0.47897,0.47914,1.0,1.0,1.0,0.0001720000000204891,0.9895361420502555
chr02_g8022.t1.Gain.Vert.Bar,-21909.591739,-21909.591744,-21928.031439,0.69221,0.69221,0.69219,1.0,1.0,1.0,-1.0000003385357559e-05,1.0
chr02_g8024.t1.Gain.Vert.Bar,-3667.735075,-3667.735075,-3667.735074,0.25438,0.25437,0.25437,1.0,1.0,1.0,0.0,1.0
chr02_g8086.t1.Gain.Vert.Bar,-842.087011,-839.907981,-842.366163,0.56927,0.58288,0.56757,1.0,22.17134,1.0,4.358060000000023,0.036834229545828844
chr02_g8087.t1.Gain.Vert.Bar,-1803.388304,-1801.974696,-1804.616592,0.77884,0.79149,0.77885,1.0,15.24381,1.0,2.827216000000135,0.09267889405872427
chr02_g8175.t1.Gain.Vert.Bar,-9326.344366,-9324.213594,-9326.549258,0.25316,0.25444,0.25315,1.0,57.07528,1.0,4.2615439999972295,0.03898447288874855
chr02_g8176.t1.Gain.Vert.Bar,-1987.039966,-1984.247278,-1986.887898,0.18451,0.19464,0.18476,1.0,224.19197,1.0,5.585375999999997,0.018111044799441322
chr02_g8265.t1.Gain.Vert.Bar,-5624.349087,-5624.340977,-5624.575572,0.35049,0.35051,0.35054,1.0,1.27761,1.0,0.01621999999952095,0.8986572435659741
chr02_g8266.t1.Gain.Vert.Bar,-3080.215972,-3080.215972,-3080.215972,0.25685,0.25686,0.25687,1.0,1.0,1.0,0.0,1.0
chr02_g8304.t1.Gain.Vert.Bar,-1490.772917,-1490.053317,-1491.108876,3.53717,3.55283,3.53511,1.0,4.62358,1.0,1.4391999999998006,0.23026884169834416
chr02_g8326.t1.Gain.Vert.Bar,-2285.16943,-2285.16943,-2287.123311,0.26602,0.26602,0.2656,1.0,1.0,1.0,0.0,1.0
chr02_g8634.t1.Gain.Vert.Bar,-3087.321454,-3087.321454,-3087.228024,0.27645,0.27645,0.27646,1.0,1.0,1.0,0.0,1.0
chr02_g8635.t1.Gain.Vert.Bar,-6030.816593,-6030.791098,-6031.87921,0.1628,0.16284,0.16292,1.0,1.47347,1.0,0.05098999999972875,0.8213494679150434
chr02_g8636.t1.Gain.Vert.Bar,-472.096538,-472.096538,-472.096607,0.11014,0.11014,0.11015,1.0,1.0,1.0,0.0,1.0
chr02_g8780.t1.Gain.Vert.Bar,-2441.957482,-2441.957487,-2441.957679,0.10289,0.10289,0.1029,1.0,11.32629,1.0,-1.0000000656873453e-05,1.0
chr02_g8843.t1.Gain.Vert.Bar,-1177.431826,-1177.411126,-1177.584663,0.30004,0.30043,0.29918,1.0,4.55026,1.0,0.04140000000006694,0.8387677703016481
chr02_g9048.t1.Gain.Vert.Bar,-2118.53871,-2118.536215,-2118.543547,0.37622,0.37624,0.37632,1.0,1.46946,1.0,0.004989999999452266,0.9436843286011976
chr02_g9049.t1.Gain.Vert.Bar,-3200.986223,-3200.986229,-3200.986864,0.1693,0.16932,0.16932,1.0,1.0,1.0,-1.2000000424450263e-05,1.0
chr02_g9050.t1.Gain.Vert.Bar,-2795.783199,-2795.684024,-2796.174646,0.27547,0.2756,0.27546,1.0,2.69526,1.0,0.19834999999966385,0.6560559877265622
chr02_g9091.t1.Gain.Vert.Bar,-5088.117416,-5098.350649,-5095.649412,0.45883,0.45865,0.4586,1.0,1.0,1.0,-20.466465999999855,1.0
chr02_g9156.t1.Gain.Vert.Bar,-2034.989341,-2034.989341,-2035.559194,0.13943,0.13943,0.1399,1.0,1.0,1.0,0.0,1.0
chr02_g9184.t1.Gain.Vert.Bar,-2700.307326,-2700.307326,-2700.868688,1.22515,1.22515,1.22659,1.0,1.0,1.0,0.0,1.0
chr02_g9185.t1.Gain.Vert.Bar,-3600.293671,-3596.403504,-3604.949837,3.75634,3.79487,3.75536,1.0,4.64878,1.0,7.780334000000039,0.0052818031214923325
chr02_g9186.t1.Gain.Vert.Bar,-3692.889877,-3692.87409,-3698.533219,1.60507,1.60512,1.60505,1.0,1.17618,1.0,0.03157400000054622,0.8589658558977027
chr02_g9187.t1.Gain.Vert.Bar,-2642.195235,-2642.014503,-2644.05732,0.41728,0.41728,0.41705,1.0,2.73475,1.0,0.3614640000005238,0.5476942895193764
chr02_g9243.t1.Gain.Vert.Bar,-4819.126273,-4818.927451,-4820.952011,0.9953,0.99608,0.9972,1.0,1.68014,1.0,0.3976440000005823,0.5283085084426509
chr02_g9296.t1.Gain.Vert.Bar,-953.944425,-952.587849,-955.133613,0.27609,0.27813,0.27449,1.0,40.83241,1.0,2.7131520000000364,0.09952416921555758
chr02_g9330.t1.Gain.Vert.Bar,-6615.986014,-6615.646432,-6617.421224,0.22848,0.22854,0.22834,1.0,2.99421,1.0,0.6791640000010375,0.40987474640194455
chr02_g9351.t1.Gain.Vert.Bar,-776.503297,-776.503297,-776.631909,0.15529,0.1553,0.1559,1.0,1.0,1.0,0.0,1.0
chr02_g9384.t1.Gain.Vert.Bar,-4237.6031,-4237.6031,-4238.060404,0.22666,0.22666,0.22704,1.0,1.0,1.0,0.0,1.0
chr02_g9401.t1.Gain.Vert.Bar,-2392.883145,-2392.883145,-2392.883145,0.26405,0.26405,0.26405,1.0,1.0,1.0,0.0,1.0
chr02_g9574.t1.Gain.Vert.Bar,-1429.643902,-1429.643902,-1429.894595,0.12294,0.12294,0.12316,1.0,1.0,1.0,0.0,1.0
chr02_g9868.t1.Gain.Vert.Bar,-2071.576541,-2071.422579,-2071.963819,0.74444,0.74669,0.7438,1.0,5.37646,1.0,0.30792399999972986,0.5789569045531636
chr02_g9909.t1.Gain.Vert.Bar,-1378.944428,-1378.944428,-1379.185525,0.9271,0.9271,0.92788,1.0,1.0,1.0,0.0,1.0
chr02_g9910.t1.Gain.Vert.Bar,-1741.56032,-1739.440136,-1742.018817,0.39635,0.40322,0.39727,1.0,10.37664,1.0,4.240368000000217,0.03947361003133915
chr02_g10553.t1.Gain.Vert.Bar,-1232.582362,-1232.381612,-1232.958924,1.39469,1.39472,1.39341,1.0,1.0,1.0,0.40150000000039654,0.5263156094950334
chr02_g10562.t1.Gain.Vert.Bar,-1932.583586,-1932.58359,-1932.583587,0.15062,0.15063,0.15063,1.0,1.0,1.0,-7.999999979801942e-06,1.0
chr02_g10856.t1.Gain.Vert.Bar,-2618.754587,-2618.745798,-2619.127624,1.63261,1.63287,1.63305,1.0,1.16042,1.0,0.017577999999957683,0.8945239290540967
chr02_g11121.t1.Gain.Vert.Bar,-3149.406984,-3146.95839,-3149.651605,0.46148,0.46518,0.46129,1.0,12.04971,1.0,4.897188000000824,0.026900465204722102
chr02_g11162.t1.Gain.Vert.Bar,-940.244078,-939.363955,-940.98575,1.34375,1.35397,1.34114,1.0,5.541,1.0,1.7602459999998246,0.18459383474345056
chr02_g11195.t1.Gain.Vert.Bar,-988.659006,-988.659006,-989.53852,0.67831,0.67831,0.67585,1.0,1.0,1.0,0.0,1.0
chr02_g11307.t1.Gain.Vert.Bar,-906.060694,-905.793551,-906.862055,0.98678,0.99812,0.98761,1.0,1.9446,1.0,0.5342860000000655,0.4648104888477602
chr02_g11317.t1.Gain.Vert.Bar,-5245.125798,-5245.125797,-5245.921773,0.33265,0.33264,0.33256,1.0,1.0,1.0,2.0000006770715117e-06,0.9988716210180326
chr02_g11820.t1.Gain.Vert.Bar,-363.181437,-363.181437,-363.183977,0.55938,0.55938,0.55931,1.0,1.0,1.0,0.0,1.0
chr02_g11942.t1.Gain.Vert.Bar,-364.355189,-361.456512,-364.366453,0.487,0.48034,0.48573,1.0,999.0,1.0,5.797354000000041,0.016050310741560183
chr02_g11950.t1.Gain.Vert.Bar,-504.585961,-504.3106,-504.585922,0.68678,0.71041,0.68678,1.0,32.27751,1.0,0.5507219999999506,0.4580228353292186
chr02_g11968.t1.Gain.Vert.Bar,-755.230966,-755.230966,-755.230966,0.26659,0.26659,0.26659,1.0,1.0,1.0,0.0,1.0
chr02_g12003.t1.Gain.Vert.Bar,-1432.254514,-1432.254514,-1432.986838,1.11192,1.11192,1.11228,1.0,1.0,1.0,0.0,1.0
chr02_g12091.t1.Gain.Vert.Bar,-2131.776702,-2127.233946,-2137.937265,1.35584,1.37997,1.3515,1.0,13.71426,1.0,9.085512000000563,0.0025764234349031794
chr02_g13741.t1.Gain.Vert.Bar,-4356.393589,-4353.368178,-4369.407951,0.29027,0.29361,0.29221,1.0,6.89911,1.0,6.050822000001062,0.013899824584090262
chr02_g13743.t1.Gain.Vert.Bar,-4290.611839,-4290.611838,-4290.611838,0.31065,0.31063,0.31063,1.0,1.0,1.0,2.0000006770715117e-06,0.9988716210180326
chr02_g13752.t1.Gain.Vert.Bar,-4459.612951,-4459.612951,-4459.612951,0.44518,0.44518,0.44518,1.0,1.0,1.0,0.0,1.0
chr02_g13753.t1.Gain.Vert.Bar,-3632.327357,-3632.262163,-3632.874872,0.72813,0.72819,0.72839,1.0,1.56774,1.0,0.13038800000049378,0.7180300860063492
chr02_g13754.t1.Gain.Vert.Bar,-3814.248889,-3813.933734,-3814.329954,0.27104,0.27128,0.27103,1.0,5.43529,1.0,0.6303099999995538,0.42724162667664267
chr02_g13757.t1.Gain.Vert.Bar,-3079.822137,-3079.822137,-3080.191504,0.24482,0.24482,0.24461,1.0,1.0,1.0,0.0,1.0
chr02_g13760.t1.Gain.Vert.Bar,-5396.150128,-5396.150127,-5396.44455,0.18311,0.1831,0.18316,1.0,1.0,1.0,2.0000006770715117e-06,0.9988716210180326
chr02_g15414.t1.Gain.Vert.Bar,-2184.803221,-2184.803221,-2185.174846,0.27127,0.27127,0.27137,1.0,1.0,1.0,0.0,1.0
chr02_g15487.t1.Gain.Vert.Bar,-2007.740868,-2007.740605,-2007.753149,0.25043,0.25044,0.25047,1.0,1.0,1.0,0.0005260000002635934,0.9817023691378456
chr02_g15489.t1.Gain.Vert.Bar,-2651.609575,-2644.664868,-2651.752818,0.43366,0.45199,0.43352,1.0,37.93586,1.0,13.889414000000215,0.00019388744991429165
chr02_g15490.t1.Gain.Vert.Bar,-1527.492375,-1527.641254,-1527.647851,0.41428,0.41425,0.41431,1.0,1.0,1.0,-0.2977579999997033,1.0
chr02_g15491.t1.Gain.Vert.Bar,-592.671668,-592.683215,-592.683215,0.28461,0.2845,0.28451,1.0,1.0,1.0,-0.02309400000012829,1.0
chr02_g15492.t1.Gain.Vert.Bar,-1901.37642,-1901.37642,-1901.386735,0.14245,0.14245,0.14245,1.0,1.0,1.0,0.0,1.0
chr02_g15498.t1.Gain.Vert.Bar,-1135.977079,-1135.977079,-1135.977286,0.18482,0.18482,0.18482,1.0,1.0,1.0,0.0,1.0
chr02_g15499.t1.Gain.Vert.Bar,-1299.635401,-1299.635645,-1299.635639,0.15468,0.15468,0.15468,1.0,1.0,1.0,-0.0004880000001321605,1.0
chr02_g16300.t1.Gain.Vert.Bar,-3672.310614,-3672.310614,-3672.314485,0.53028,0.53027,0.53027,1.0,1.0,1.0,0.0,1.0
chr02_g16302.t1.Gain.Vert.Bar,-2519.016399,-2519.016399,-2519.320842,0.26296,0.26296,0.26288,1.0,1.0,1.0,0.0,1.0
chr02_g16303.t1.Gain.Vert.Bar,-3876.833179,-3876.833179,-3877.677036,0.29379,0.29379,0.29414,1.0,1.0,1.0,0.0,1.0
chr02_g16304.t1.Gain.Vert.Bar,-4436.680301,-4435.936733,-4441.762808,0.22149,0.22154,0.22121,1.0,4.83731,1.0,1.4871360000015557,0.22266135783340665
chr02_g16308.t1.Gain.Vert.Bar,-4067.730162,-4067.725736,-4067.725738,0.21446,0.21446,0.21447,1.0,1.0,1.0,0.008851999999933469,0.9250415818587843
chr02_g16326.t1.Gain.Vert.Bar,-2638.834816,-2638.834816,-2639.016114,0.16033,0.16033,0.16018,1.0,1.0,1.0,0.0,1.0
chr02_g16327.t1.Gain.Vert.Bar,-2434.677672,-2434.676792,-2434.676949,0.21656,0.21656,0.21657,1.0,1.0,1.0,0.001759999999194406,0.9665366807149111
chr02_g16328.t1.Gain.Vert.Bar,-6883.606772,-6883.438542,-6884.701234,0.32111,0.32126,0.32124,1.0,1.81723,1.0,0.33646000000044296,0.5618797391913846
chr02_g16344.t1.Gain.Vert.Bar,-3149.30153,-3148.990511,-3149.472627,0.15953,0.16067,0.15964,1.0,15.59575,1.0,0.6220380000004297,0.43029095920380944
chr02_g17664.t1.Gain.Vert.Bar,-1949.536395,-1949.536395,-1949.536395,2.39215,2.39214,2.39215,1.0,1.0,1.0,0.0,1.0
chr02_g18553.t1.Gain.Vert.Bar,-4767.096546,-4767.096547,-4767.467179,0.28111,0.28112,0.2808,1.0,1.0,1.0,-2.0000006770715117e-06,1.0
chr02_g18556.t1.Gain.Vert.Bar,-3232.069853,-3227.934894,-3238.777313,1.45183,1.49917,1.47418,1.0,10.18776,1.0,8.269917999999961,0.004030732680054978
chr02_g18557.t1.Gain.Vert.Bar,-5557.947198,-5549.207741,-5557.952114,0.63513,0.64389,0.63515,1.0,28.78006,1.0,17.47891399999935,2.905119685825656e-05
chr02_g18668.t1.Gain.Vert.Bar,-2037.207308,-2037.206926,-2037.206881,0.15221,0.15221,0.15221,1.0,1.0,1.0,0.0007639999998900748,0.9779488398500573
chr02_g18669.t1.Gain.Vert.Bar,-667.250152,-667.249807,-667.251156,0.26311,0.26312,0.2631,1.0,1.37294,1.0,0.0006899999998495332,0.9790436971881005
chr02_g18673.t1.Gain.Vert.Bar,-3740.155579,-3739.955236,-3740.402003,0.44471,0.44553,0.44486,1.0,10.27641,1.0,0.4006860000008601,0.5267351904476882
chr02_g18675.t1.Gain.Vert.Bar,-2559.705357,-2559.705357,-2559.708559,0.19896,0.19896,0.19895,1.0,1.0,1.0,0.0,1.0
chr02_g18676.t1.Gain.Vert.Bar,-5459.905014,-5459.905388,-5459.905015,0.14228,0.14229,0.14229,1.0,1.0,1.0,-0.0007480000003852183,1.0
chr02_g18677.t1.Gain.Vert.Bar,-1130.114046,-1130.114046,-1130.521321,0.21138,0.21138,0.21139,1.0,1.0,1.0,0.0,1.0
chr02_g18678.t1.Gain.Vert.Bar,-836.978696,-836.978696,-836.979014,0.28209,0.28209,0.2821,1.0,1.0,1.0,0.0,1.0
chr02_g18680.t1.Gain.Vert.Bar,-1296.875026,-1296.862767,-1301.685152,0.13735,0.13734,0.13728,1.0,1.0,1.0,0.024517999999716267,0.8755740949738084
chr02_g18681.t1.Gain.Vert.Bar,-1233.487631,-1233.487454,-1233.487454,0.29345,0.29345,0.29345,1.0,1.0,1.0,0.00035399999978835694,0.9849887772450504
chr02_g18682.t1.Gain.Vert.Bar,-1499.202276,-1499.202276,-1499.202276,0.47128,0.47128,0.47128,1.0,1.0,1.0,0.0,1.0
chr02_g18683.t1.Gain.Vert.Bar,-1737.480437,-1737.386719,-1737.480436,0.59373,0.5938,0.59373,1.0,2.80079,1.0,0.18743599999970684,0.665059235181338
chr02_g18691.t1.Gain.Vert.Bar,-1579.885535,-1579.885535,-1579.976768,0.29863,0.29862,0.29867,1.0,1.0,1.0,0.0,1.0
chr02_g18692.t1.Gain.Vert.Bar,-3021.867442,-3021.867442,-3021.867442,0.21047,0.21047,0.21047,1.0,1.0,1.0,0.0,1.0
chr02_g18694.t1.Gain.Vert.Bar,-5688.992146,-5688.992096,-5689.321199,0.23708,0.23708,0.23695,1.0,1.02432,1.0,9.999999929277692e-05,0.9920212873989495
chr02_g18974.t1.Gain.Vert.Bar,-5387.034722,-5387.034722,-5387.092526,0.64504,0.64504,0.64495,1.0,1.0,1.0,0.0,1.0
chr02_g18976.t1.Gain.Vert.Bar,-4381.469341,-4378.804713,-4383.994822,0.59332,0.6057,0.59571,1.0,4.86841,1.0,5.329255999999077,0.020970335117083228
chr02_g19359.t1.Gain.Vert.Bar,-3642.587581,-3641.502979,-3643.026188,2.24951,2.25526,2.25094,1.0,3.02481,1.0,2.1692039999998087,0.14079909749054928
chr02_g19361.t1.Gain.Vert.Bar,-2589.916864,-2589.690909,-2591.742341,2.20967,2.21199,2.20753,1.0,1.62213,1.0,0.45190999999977066,0.5014293186712206
chr02_g19485.t1.Gain.Vert.Bar,-1511.69556,-1511.69556,-1511.695771,0.16703,0.16703,0.16703,1.0,1.0,1.0,0.0,1.0
chr02_g19489.t1.Gain.Vert.Bar,-3550.52912,-3550.529119,-3550.52912,0.28644,0.28642,0.28643,1.0,1.0,1.0,2.0000006770715117e-06,0.9988716210180326
chr02_g19491.t1.Gain.Vert.Bar,-1567.563628,-1567.563628,-1568.140567,0.23118,0.23118,0.23101,1.0,1.0,1.0,0.0,1.0
chr02_g19744.t1.Gain.Vert.Bar,-1368.735838,-1368.735838,-1369.562794,0.60119,0.60119,0.60256,1.0,1.0,1.0,0.0,1.0
chr02_g19745.t1.Gain.Vert.Bar,-12089.180213,-12087.715378,-12104.682854,0.45043,0.45115,0.4511,1.0,2.21756,1.0,2.9296699999977136,0.08696526699981354
chr02_g19749.t1.Gain.Vert.Bar,-3551.246552,-3551.24617,-3551.246141,0.15589,0.15589,0.15589,1.0,1.0,1.0,0.0007640000003448222,0.9779488398434963
chr02_g19750.t1.Gain.Vert.Bar,-6084.574743,-6084.270849,-6085.390942,0.30734,0.30754,0.30747,1.0,2.20463,1.0,0.6077879999993456,0.4356218848713813
chr02_g19751.t1.Gain.Vert.Bar,-4999.799239,-4999.79905,-4999.822541,0.30274,0.30275,0.30278,1.0,1.09426,1.0,0.00037800000063725747,0.9844883283909136
chr02_g19752.t1.Gain.Vert.Bar,-4730.492113,-4730.492784,-4730.492113,0.3184,0.31839,0.3184,1.0,1.0,1.0,-0.0013419999995676335,1.0
chr02_g19757.t1.Gain.Vert.Bar,-878.478061,-878.478061,-879.793034,0.21052,0.21052,0.21121,1.0,1.0,1.0,0.0,1.0
chr02_g20531.t1.Gain.Vert.Bar,-1640.994472,-1640.994472,-1640.994472,0.22795,0.22795,0.22795,1.0,1.0,1.0,0.0,1.0
chr02_g20533.t1.Gain.Vert.Bar,-834.184947,-833.913196,-835.794094,0.27813,0.27711,0.28421,1.0,2.44287,1.0,0.5435019999999895,0.46098499689969186
chr02_g20535.t1.Gain.Vert.Bar,-4538.213322,-4538.213322,-4538.436627,0.55997,0.55997,0.56011,1.0,1.0,1.0,0.0,1.0
chr02_g20540.t1.Gain.Vert.Bar,-870.75322,-867.793918,-870.753712,0.47334,0.48253,0.47328,1.0,50.06639,1.0,5.918604000000187,0.014981824442421274
chr02_g20541.t1.Gain.Vert.Bar,-444.243479,-444.243479,-445.268067,0.32991,0.32991,0.32948,1.0,1.0,1.0,0.0,1.0
chr02_g20602.t1.Gain.Vert.Bar,-5161.374406,-5161.37468,-5161.374406,0.31233,0.31229,0.31233,1.0,1.0,1.0,-0.0005479999999806751,1.0
chr02_g20604.t1.Gain.Vert.Bar,-1986.152263,-1986.151791,-1988.895803,0.31439,0.31445,0.318,1.0,1.05877,1.0,0.0009439999998903659,0.9754891860241434
chr02_g20607.t1.Gain.Vert.Bar,-572.711144,-572.711104,-573.029511,0.28285,0.28285,0.28513,1.0,1.0,1.0,8.000000002539309e-05,0.9928635986864007
chr02_g20608.t1.Gain.Vert.Bar,-2872.709787,-2872.709651,-2872.709651,0.37558,0.37559,0.37559,1.0,1.0,1.0,0.000271999999313266,0.9868415472508798
chr02_g20609.t1.Gain.Vert.Bar,-4479.507603,-4479.508137,-4479.507603,0.32692,0.32691,0.32692,1.0,1.0,1.0,-0.001067999999577296,1.0
chr02_g20612.t1.Gain.Vert.Bar,-4726.499208,-4725.206278,-4731.102742,3.40091,3.41057,3.40552,1.0,2.34874,1.0,2.5858600000010483,0.10782183186833053
chr02_g20616.t1.Gain.Vert.Bar,-9474.112352,-9474.095117,-9474.380327,0.21509,0.21511,0.21516,1.0,1.60919,1.0,0.03446999999869149,0.852710628613386
chr02_g20617.t1.Gain.Vert.Bar,-8846.118928,-8845.705417,-8846.49518,0.37803,0.37841,0.37794,1.0,3.27198,1.0,0.8270220000013069,0.36313506465449796
chr02_g20618.t1.Gain.Vert.Bar,-2934.751015,-2934.648455,-2935.598528,0.52501,0.52744,0.52725,1.0,3.52384,1.0,0.20511999999962427,0.6506194868966851
chr02_g20619.t1.Gain.Vert.Bar,-1773.017314,-1773.017314,-1773.017314,0.28224,0.28224,0.28224,1.0,1.0,1.0,0.0,1.0
chr02_g20620.t1.Gain.Vert.Bar,-3435.070895,-3435.05083,-3436.480823,0.40068,0.40069,0.4003,1.0,1.23121,1.0,0.04012999999940803,0.8412266178080395
chr02_g20673.t1.Gain.Vert.Bar,-1478.723787,-1476.722534,-1479.986327,0.99738,1.00405,0.99284,1.0,14.5181,1.0,4.002505999999812,0.045432666164403966
chr02_g21118.t1.Gain.Vert.Bar,-2090.706816,-2090.706549,-2090.732681,0.24541,0.24541,0.24541,1.0,1.0,1.0,0.000533999999788648,0.9815637733289527
chr02_g21119.t1.Gain.Vert.Bar,-3094.144209,-3094.144209,-3094.144209,0.32615,0.32615,0.32615,1.0,1.0,1.0,0.0,1.0
chr02_g21120.t1.Gain.Vert.Bar,-5751.920197,-5751.920197,-5752.082266,0.37295,0.37295,0.37296,1.0,1.0,1.0,0.0,1.0
chr02_g21121.t1.Gain.Vert.Bar,-776.366857,-776.686799,-776.36699,0.12848,0.12849,0.12849,1.0,1.0,1.0,-0.6398839999999382,1.0
chr02_g21122.t1.Gain.Vert.Bar,-377.370134,-377.370134,-379.367597,0.20876,0.20876,0.20846,1.0,1.0,1.0,0.0,1.0
chr02_g21124.t2.Gain.Vert.Bar,-2295.833755,-2295.83384,-2295.834007,0.10529,0.10529,0.10529,1.0,1.0,1.0,-0.00016999999934341758,1.0
chr02_g21125.t1.Gain.Vert.Bar,-764.844541,-764.844541,-764.844769,0.0644,0.0644,0.0644,1.0,1.0,1.0,0.0,1.0
chr02_g21126.t1.Gain.Vert.Bar,-1573.867325,-1573.867325,-1573.868287,0.16333,0.16333,0.16332,1.0,1.0,1.0,0.0,1.0
chr02_g21127.t1.Gain.Vert.Bar,-5276.701115,-5276.701114,-5277.418919,0.2771,0.27708,0.27699,1.0,1.0,1.0,1.999998858082108e-06,0.9988716215311596
chr02_g21128.t1.Gain.Vert.Bar,-2605.436991,-2605.436991,-2607.18185,5.17844,5.17844,5.18359,1.0,1.0,1.0,0.0,1.0
chr02_g21129.t1.Gain.Vert.Bar,-2314.234901,-2314.234901,-2314.235368,0.20088,0.20087,0.20088,1.0,1.0,1.0,0.0,1.0
chr02_g21131.t1.Gain.Vert.Bar,-4862.72985,-4862.72985,-4863.106805,0.24837,0.24837,0.24845,1.0,1.0,1.0,0.0,1.0
chr02_g21133.t1.Gain.Vert.Bar,-2148.160595,-2148.160595,-2148.160595,0.22076,0.22075,0.22076,1.0,1.0,1.0,0.0,1.0
chr02_g21134.t1.Gain.Vert.Bar,-3441.10762,-3441.10762,-3441.332365,0.24398,0.24398,0.24427,1.0,1.0,1.0,0.0,1.0
chr02_g23736.t1.Gain.Vert.Bar,-2199.074093,-2199.069538,-2200.462541,0.36872,0.36874,0.36853,1.0,1.18503,1.0,0.009109999999964202,0.923960325952792
chr02_g23738.t1.Gain.Vert.Bar,-3007.179584,-3007.179943,-3007.220201,0.20325,0.20325,0.20332,1.0,1.0,1.0,-0.0007180000002335873,1.0
chr02_g23739.t1.Gain.Vert.Bar,-1414.520089,-1414.520089,-1416.290465,0.20597,0.20597,0.20686,1.0,1.0,1.0,0.0,1.0
chr02_g23740.t1.Gain.Vert.Bar,-4463.704797,-4463.704268,-4463.704268,0.32629,0.3264,0.3264,1.0,1.0,1.0,0.0010579999998299172,0.9740518547624915
chr02_g23741.t1.Gain.Vert.Bar,-6791.476999,-6789.35727,-6791.477369,0.70192,0.72288,0.70193,1.0,114.19375,1.0,4.239458000000013,0.039494773535695395
chr02_g23839.t1.Gain.Vert.Bar,-9963.935863,-9963.935863,-9969.195052,0.44769,0.44769,0.44797,1.0,1.0,1.0,0.0,1.0
chr02_g23840.t1.Gain.Vert.Bar,-772.493227,-772.493409,-772.493419,0.22681,0.22682,0.22682,1.0,1.04048,1.0,-0.00036399999999048305,1.0
chr02_g23879.t1.Gain.Vert.Bar,-15917.812856,-15912.20009,-15946.837624,1.49632,1.49953,1.49557,1.0,3.69314,1.0,11.225532000000385,0.000806796432812959
chr02_g23998.t1.Gain.Vert.Bar,-4862.527679,-4862.528215,-4862.528656,0.01505,0.01505,0.01504,1.0,1.0,1.0,-0.001072000000931439,1.0
chr02_g24201.t1.Gain.Vert.Bar,-10567.767755,-10560.152303,-10572.527453,1.57281,1.58089,1.57188,1.0,5.75251,1.0,15.23090400000001,9.513380304546006e-05
chr02_g24864.t1.Gain.Vert.Bar,-2178.337126,-2178.337126,-2179.387091,0.22119,0.2212,0.22124,1.0,1.0,1.0,0.0,1.0
chr02_g24865.t2.Gain.Vert.Bar,-1896.969462,-1896.969462,-1900.79214,1.03748,1.03748,1.03319,1.0,1.0,1.0,0.0,1.0
chr02_g24867.t1.Gain.Vert.Bar,-5239.853653,-5239.853653,-5240.068136,0.32879,0.32879,0.32881,1.0,1.0,1.0,0.0,1.0
chr02_g24868.t1.Gain.Vert.Bar,-3767.191704,-3767.191751,-3767.191866,0.22689,0.2269,0.2269,1.0,1.0,1.0,-9.399999999004649e-05,1.0
chr02_g25300.t1.Gain.Vert.Bar,-4169.823121,-4169.82312,-4169.823428,0.24208,0.24208,0.24208,1.0,1.0,1.0,2.0000006770715117e-06,0.9988716210180326
chr02_g25304.t1.Gain.Vert.Bar,-1887.937741,-1887.937741,-1887.937741,0.53308,0.53308,0.53309,1.0,1.0,1.0,0.0,1.0
chr02_g25317.t1.Gain.Vert.Bar,-2366.416018,-2366.416018,-2366.416205,0.1643,0.1643,0.16432,1.0,1.0,1.0,0.0,1.0
chr02_g25323.t1.Gain.Vert.Bar,-8221.655396,-8221.65592,-8224.530425,0.19767,0.19765,0.19777,1.0,1.0,1.0,-0.001047999998263549,1.0
chr02_g25324.t1.Gain.Vert.Bar,-5579.510534,-5579.457323,-5579.745514,0.29239,0.29252,0.29275,1.0,2.6239,1.0,0.10642200000074808,0.744254998244951
chr02_g25325.t1.Gain.Vert.Bar,-4358.853239,-4358.756958,-4360.465136,0.28088,0.28101,0.28057,1.0,4.15262,1.0,0.19256200000017998,0.6607927867487539
chr02_g25326.t1.Gain.Vert.Bar,-9999.68667,-9999.686676,-10003.178233,0.20412,0.20411,0.20418,1.0,1.0,1.0,-1.2000000424450263e-05,1.0
chr02_g25876.t1.Gain.Vert.Bar,-2521.18783,-2520.504736,-2520.504706,0.32928,0.32932,0.32932,1.0,1.0,1.0,1.3661879999999655,0.24246791932146103
chr02_g25879.t1.Gain.Vert.Bar,-2366.094602,-2366.094602,-2367.500744,0.39345,0.39345,0.39331,1.0,1.0,1.0,0.0,1.0
chr02_g25959.t1.Gain.Vert.Bar,-2840.604489,-2840.604488,-2840.954282,0.23783,0.23782,0.23837,1.0,1.0,1.0,1.99999976757681e-06,0.998871621274596
